REVIEW_PANEL|MEDICALSPECIALTY|PRODUCTCODE|DEVICENAME|DEVICECLASS|UNCLASSIFIED_REASON|GMPEXEMPTFLAG|THIRDPARTYFLAG|REVIEWCODE|REGULATIONNUMBER|SUBMISSION_TYPE_ID|DEFINITION|PHYSICALSTATE|TECHNICALMETHOD|TARGETAREA|Implant_Flag|Life_Sustain_support_flag|SummaryMalfunctionReporting
MI|MI|KLH|Antisera, C. Acnes|1||N|N||866.3140|4|||||N|N|Eligible
MI|MI|KZB|Automated Colony Counter|1||N|N||866.2170|4|||||N|N|Eligible
MI|MI|KZC|Manual Colony Counter|1||Y|N||866.2180|4|||||N|N|Eligible
MI|MI|KZI|Culture Media, Enriched|1||N|N||866.2330|4|||||N|N|Eligible
MI|MI|KZJ|Device, Gas Generating|1||N|N||866.2580|4|||||N|N|Eligible
MI|MI|KZK|Reader, Zone, Automated|1||N|Y||866.2850|1|||||N|N|Eligible
MI|MI|LFX|Enzyme Linked Immunoabsorbent Assay, Rubella|2||N|Y||866.3510|1|||||N|N|Eligible
MI|MI|LFY|Enzyme Linked Immunoabsorbent Assay, Varicella-Zoster|2||N|Y||866.3900|1|||||N|N|Eligible
MI|MI|LFZ|Enzyme Linked Immunoabsorbent Assay, Cytomegalovirus|2||N|N||866.3175|1|||||N|N|Eligible
MI|MI|LGA|Device, Oxidase Test For Gonorrhea|3||N|N||866.2420|2|||||N|N|Ineligible
MI|MI|LGB|Gonococcal Antibody Tests|3||N|N||866.3290|2|||||N|N|Ineligible
MI|MI|LGC|Enzyme Linked Immunoabsorbent Assay, Herpes Simplex Virus, Non-Specific|2||N|N||866.3305|1|||||N|N|Eligible
MI|MI|LGD|Enzyme Linked Immunoabsorbent Assay, Toxoplasma Gondii|2||N|Y||866.3780|1|||||N|N|Eligible
MI|MI|LHJ|Staphylococcus Aureus Protein A Insoluble|1||N|N||866.3700|4|||||N|N|Eligible
MI|MI|LHK|Antigen, Id, Candida Albicans|2||N|N||866.3165|4|||||N|N|Eligible
MI|MI|LHL|Reagents, Antibody, Legionella, Direct & Indirect Fluorescent|2||N|N||866.3300|4|||||N|N|Eligible
MI|MI|LHT|Staphylococcus Aureus Somatic Antigens|1||N|N||866.3700|4|||||N|N|Eligible
MI|MI|LHW|Erythrocyte Suspension, Multi Species, Serological Reagent And Equipment|1||N|N||866.3720|4|||||N|N|Eligible
MI|MI|LIA|Antigens, All Groups, Shigella Spp.|2||N|N||866.3660|4|||||N|N|Eligible
MI|MI|LIB|Device, General Purpose, Microbiology, Diagnostic|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|LIC|Antiserum, Coagglutination (Direct) Neisseria Gonorrhoeae|2||N|Y||866.3390|1|||||N|N|Eligible
MI|MI|LIE|Reagent/Device, Inoculum Calibration|2||N|Y||866.1640|1|||||N|N|Eligible
MI|MI|LIN|Antisera, Conjugated Fluorescent, Cytomegalovirus|2||N|Y||866.3175|1|||||N|N|Eligible
MI|MI|LIO|Device, Specimen Collection|1||N|Y||866.2900|1|||||N|N|Eligible
MI|MI|LIP|Enzyme Linked Immunoabsorption Assay, Treponema Pallidum|2||N|N||866.3830|1|||||N|N|Eligible
MI|MI|LIQ|Enzyme Linked Immunoabsorbent Assay, Rotavirus|1||N|N||866.3405|4|||||N|N|Eligible
MI|MI|LIR|Antigen, Enzyme Linked Immunoabsorbent Assay, Neisseria Gonorrhoeae|2||N|Y||866.3390|1|||||N|N|Eligible
MI|MI|LJB|Enzyme Linked Immunoabsorbent Assay, Rubeola Igg|1||N|N||866.3520|4|The qualitative detection of measles specific IgG antibodies in serum or plasma.|IVD reagent kit|antigens and antisera used for the detection of measles antibodies|Not applicable in vitro use|N|N|Eligible
MI|MI|LJC|Enzyme Linked Immunoabsorbent Assay, (Chlamydiae Group)|1||N|Y||866.3120|1|||||N|N|Eligible
MI|MI|LJF|Device, Antimicrobial Drug Removal|1||N|N||866.2560|4|||||N|N|Eligible
MI|MI|LJG|Quality Control Slides|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|LJK|Antisera, If, Toxoplasma Gondii|2||N|Y||866.3780|1|||||N|N|Eligible
MI|MI|LJN|Antibody Igm, If, Epstein-Barr Virus|1||N|Y||866.3235|1|||||N|N|Eligible
MI|MI|LJO|Antigen, Iha, Cytomegalovirus|2||N|Y||866.3175|1|||||N|N|Eligible
MI|MI|LJP|Antiserum, Fluorescent, Chlamydia Trachomatis|1||N|Y||866.3120|1|||||N|N|Eligible
MI|MI|LJY|Enzyme Linked Immunoabsorbent Assay, Mumps Virus|1||N|N||866.3380|4|||||N|N|Eligible
MI|MI|LJZ|Enzyme Linked Immunoabsorbent Assay, Mycoplasma Spp.|1||N|N||866.3375|4|||||N|N|Eligible
MI|MI|LKA|Culture Media, Antimicrobial Susceptibility Test|2||N|Y||866.1700|1|||||N|N|Eligible
MI|MI|LKC|Antigens, Indirect Hemagglutination (Iha) Herpes Simplex Virus|2||N|N||866.3305|1|||||N|N|Eligible
MI|MI|LKH|Antisera, Immunoperoxidase, Chlamydia Spp.|1||N|Y||866.3120|1|||||N|N|Eligible
MI|MI|LKI|Antisera, Fluorescent, Chlamydia Spp.|1||N|Y||866.3120|1|||||N|N|Eligible
MI|MI|LKQ|Antibody Igm,If, Cytomegalovirus Virus|2||N|Y||866.3175|1|||||N|N|Eligible
MI|MI|LKS|Device, Parasite Concentration|1||N|N||866.2900|4|||||N|N|Eligible
MI|MI|LKT|Respiratory Syncytial Virus, Antigen, Antibody, Ifa|1||N|N||866.3480|4|||||N|N|Eligible
MI|MI|LLA|Direct Agglutination Test, Toxoplasma Gondii|2||N|Y||866.3780|1|||||N|N|Eligible
MI|MI|LLH|Reagents, Clostridium Difficile Toxin|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|LLM|Test, Antigen, Nuclear, Epstein-Barr Virus|1||N|Y||866.3235|1|||||N|N|Eligible
MI|MI|LOL|Hepatitis A Test (Antibody And Igm Antibody)|2||N|N||866.3310|1|||||N|N|Eligible
MI|MI|LON|System, Test, Automated, Antimicrobial Susceptibility, Short Incubation|2||N|N||866.1645|1|||||N|N|Ineligible
MI|MI|LOO|Reagent, Leishmanii Serological|1||N|Y||866.3870|1|||||N|N|Eligible
MI|MI|LOP|Solution, Antimicrobial|2||N|Y||866.1640|1|||||N|N|Eligible
MI|MI|LQF|Dna-Reagents, Mycobacterium Spp.|1||N|Y||866.3370|1|||||N|N|Eligible
MI|MI|LQG|Dna-Reagents, Mycoplasma Spp.|1||N|N||866.3375|4|||||N|N|Eligible
MI|MI|LQH|Dna-Reagents, Legionella|2||N|N||866.3300|4|||||N|N|Eligible
MI|MI|LQL|Gram Positive Identification Panel|1||N|N||866.2660|4|||||N|N|Ineligible
MI|MI|LQM|Gram Negative Identification Panel|1||N|N||866.2660|4|||||N|N|Ineligible
MI|MI|LQN|Latex Agglutination Assay, Rubella|2||N|Y||866.3510|1|||||N|N|Eligible
MI|MI|LQO|Dna-Reagents, Campylobacter Spp.|1||N|Y||866.3110|1|||||N|N|Eligible
MI|MI|LQP|Campylobacter Spp.|1||N|Y||866.3110|1|||||N|N|Eligible
MI|MI|LRF|Candida Spp., Direct Antigen, Id|2||N|N||866.3165|4|||||N|N|Eligible
MI|MI|LRG|Instrument For Auto Reader & Interpretation Of Overnight Suscept. Systems|2||N|Y||866.1640|1|||||N|N|Ineligible
MI|MI|LRH|Instrument For Auto Reader Of Overnight Microorganism Identification System|1||N|N||866.2660|4|||||N|N|Ineligible
MI|MI|LSC|Neisseria Controls|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|LSD|Rubella, Other Assays|2||N|Y||866.3510|1|||||N|N|Eligible
MI|MI|LSE|Epstein-Barr Virus, Other|1||N|Y||866.3235|1|||||N|N|Eligible
MI|MI|LSF|Dna-Reagents, Epstein-Barr Virus|1||N|Y||866.3235|1|||||N|N|Eligible
MI|MI|LSG|Candida Species, Antibody Detection|2||N|N||866.3165|4|||||N|N|Eligible
MI|MI|LSH|Antigen, Blastomyces Dermatitidis, Other|2||N|N||866.3060|4|||||N|N|Eligible
MI|MI|LSI|Antiserum, Blastomyces Dermatitidis, Other|2||N|N||866.3060|4|||||N|N|Eligible
MI|MI|LSJ|Antigen, Rubella, Other|2||N|Y||866.3510|1|||||N|N|Eligible
MI|MI|LSK|Dna-Reagents, Chlamydia|1||N|Y||866.3120|1|||||N|N|Eligible
MI|MI|LSL|Dna-Reagents, Neisseria|2||N|N||866.3390|1|||||N|N|Ineligible
MI|MI|LSM|Dna-Reagents, Salmonella Spp.|2||N|N||866.3550|4|||||N|N|Eligible
MI|MI|LSN|Dna-Reagents, Shigella Spp.|2||N|N||866.3660|4|||||N|N|Eligible
MI|MI|LSO|Dna-Reagents, Cytomegalovirus|2||N|Y||866.3175|1|||||N|N|Eligible
MI|MI|LSQ|Reagent, Rickettsia Serological|1||N|N||866.3500|4|||||N|N|Eligible
MI|MI|LSR|Reagent, Borrelia Serological Reagent|2||N|N||866.3830|1|||||N|N|Eligible
MI|MI|LTS|Test Reagents, Neisseria Gonorrhoeae Biochemical|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|LTT|Panels, Test, Susceptibility, Antimicrobial|2||N|Y||866.1640|1|||||N|N|Ineligible
MI|MI|LTW|Susceptibility Test Cards, Antimicrobial|2||N|Y||866.1640|1|||||N|N|Ineligible
MI|MI|LTX|Discs, Elution|2||N|Y||866.1620|1|||||N|N|Eligible
MI|MI|LYF|Pneumocystis Carinii|2||N|Y||866.3780|1|||||N|N|Eligible
MI|MI|LYR|Helicobacter Pylori|1||N|Y||866.3110|1|||||N|N|Eligible
MI|MI|MBT|Dna-Probe, Reagent, Histoplasma Capsulatum|2||N|N||866.3320|4|||||N|N|Eligible
MI|MI|MCB|Antigen, C. Difficile|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|MCC|Dna-Probe, Haemophilus Spp.|2||N|N||866.3300|4|||||N|N|Eligible
MI|MI|MCD|Antigen, Ebv, Capsid|1||N|Y||866.3235|1|||||N|N|Eligible
MI|MI|MCE|Respiratory Syncytial Virus - Elisa|1||N|N||866.3480|4|||||N|N|Eligible
MI|MI|MCG|Dna-Probe, Agent, Listeria|1||N|N||866.3355|4|||||N|N|Eligible
MI|MI|MCS|Dna-Probe, Staphylococcus Aureus|1||N|N||866.3700|4|||||N|N|Eligible
MI|MI|MCT|Dna-Probe, Strep Pneumoniae|1||N|N||866.3740|4|||||N|N|Eligible
MI|MI|MDB|System, Blood Culturing|1||N|Y||866.2560|1|||||N|N|Ineligible
MI|MI|MDC|Dna-Probe - Blastomyces Dermatitidis|2||N|N||866.3060|4|||||N|N|Eligible
MI|MI|MDE|Dna-Probe, Reagents, Cryptococcal|2||N|N||866.3165|4|||||N|N|Eligible
MI|MI|MDF|Dna-Probe, Reagents, Coccidioides Immitis|2||N|N||866.3135|4|||||N|N|Eligible
MI|MI|MDJ|Reagents, Cysticercosis|1||N|N||866.3200|4|||||N|N|Eligible
MI|MI|MDK|Dna-Probe, Reagents, Streptococcal|1||N|N||866.3740|4|||||N|N|Eligible
MI|MI|MDT|Elisa, Trichinella Spiralis|1||N|N||866.3850|4|||||N|N|Eligible
MI|MI|MDU|Antigen, Elisa, Cryptococcus|2||N|N||866.3165|4|||||N|N|Eligible
MI|MI|MGM|C. Trachomatis (Chlamydia Group)|1||N|Y||866.3120|1|||||N|N|Eligible
MI|MI|MHI|Giardia Spp.|2||N|N||866.3220|4|||||N|N|Eligible
MI|MI|MHJ|Cryptosporidium Spp.|2||N|N||866.3220|4|||||N|N|Eligible
MI|MI|MIU|Enzyme Linked Immunosorbent Assay, T. Cruzi|1||N|Y||866.3870|1|||||N|N|Eligible
MI|MI|MIV|Immunofluorescent Assay, T. Cruzi|1||N|Y||866.3870|1|||||N|N|Eligible
MI|MI|MIY|Enzyme Linked Immunosorbent Assay, Coccidioides Immitis|2||N|N||866.3135|4|||||N|N|Eligible
MI|MI|MIZ|Enzyme Linked Immunoabsorbent Assay, Histoplasma Capsulatum|2||N|N||866.3320|4|||||N|N|Eligible
MI|MI|MJA|Susceptibility Test Powders, Antimycobacterial|2||N|N||866.1640|1|||||N|N|Ineligible
MI|MI|MJD|Culture Media, Antimycobacteria, Susceptibility Test|2||N|Y||866.1700|1|||||N|N|Ineligible
MI|MI|MJE|Culture Media, Antifungal, Susceptibility Test|2||N|Y||866.1700|1|||||N|N|Ineligible
MI|MI|MJH|Legionella, Spp., Elisa|2||N|N||866.3300|4|||||N|N|Ineligible
MI|MI|MJK|Dna Probe, Trichomonas Vaginalis|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|MJL|Eia, Blastomyces Dermatitidis|2||N|N||866.3060|4|||||N|N|Eligible
MI|MI|MJM|Dna Probe, Gardnerella Vaginalis|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|MKZ|Dna Probe, Nucleic Acid Amplification, Chlamydia|1||N|Y||866.3120|1|||||N|N|Ineligible
MI|MI|MLA|Dna Probe, Yeast|1||N|N||866.2660|4|||||N|N|Eligible
MI|MI|MSQ|Test, Urea (Breath Or Blood)|1||N|Y||866.3110|1|||||N|N|Eligible
MI|MI|MWA|System, Nucleic Acid Amplification, Mycobacterium Tuberculosis Complex|2||N|N||866.3372|1|intended to detect Mycobacterium tuberculosis complex nucleic acids extracted from human respiratory specimens. These devices are non-multiplexed and  intended to be used as an aid in the diagnosis of pulmonary tuberculosis when used in conjunction with clinical and other laboratory findings.||||N|N|Ineligible
MI|MI|MXJ|Enzyme Linked Immunosorbent Assay, Herpes Simplex Virus, Hsv-1|2||N|N||866.3305|1|||||N|N|Ineligible
MI|MI|MYF|Enzyme Linked Immunosorbent Assay, Herpes Simplex Virus, Hsv-2|2||N|N||866.3305|1|||||N|N|Eligible
MI|MI|MYI|System, Test, Genotypic Detection, Resistant Markers, Staphylococcus Colonies|2||N|Y||866.1640|1|||||N|N|Ineligible
MI|MI|MZF|Test, Hiv Detection|2||N|N||866.3956|1|||||N|N|Eligible
MI|MI|MZP|Assay, Hybridization And/Or Nucleic Acid Amplification For Detection Of Hepatitis C Rna,Hepatitis C Virus|2||N|N||866.3170|1|||||N|N|Ineligible
MI|MI|NDZ|Assay, Nucleic Acid Amplification, Growth Identification, Mycobacterium Tuberculosis|1||N|Y||866.3370|1|||||N|N|Eligible
MI|MI|NGS|Assay, Endotoxin Activity, Chemiluminescent|2||N|N||866.3210|1|||||N|N|Eligible
MI|MI|NGZ|Susceptibility Test Plate, Antifungal|2||N|N||866.1640|1|The device is an in vitro diagnostic device intended for use in determining quantitative susceptibility of  Candida species to various antifungal agents diluted in varying concentration in a microtiter plate format.||||N|N|Ineligible
MI|MI|NHT|Assay, Nucleic Acid Amplification, Bacillus Anthracis|2||N|N||866.3045|1|An invitro diagnostic device used to presumptively detect the presence or absence of b. Anthracis directly in blood specimens or suspicious culture growth.||||N|N|Ineligible
MI|MI|NHY|Assay, Direct, Nucleic Acid Amplification, Respiratory Syncytial Virus|1||N|Y||866.3480|1|These reagents are nucleic acid primers and probes for the amplification and identification of Respiratory Syncytial virus directly from clinical specimens.  The identification aids in the diagnosis of influenza and provides epidemiological information on this disease.  This reagent differs from the description in the regulation in that it consists of nucleic acid primers and probes rather than antisera.||||N|N|Eligible
MI|MI|NHZ|Assay, Direct, Nucleic Acid Amplification, Parainfluenza Virus|1||N|Y||866.3400|1|These reagents are nucleic acid primers and probes for the amplification and identification of Parainfluenza virus directly from clinical specimens.  The identification aids in the diagnosis of influenza and provides epidemiological information on this disease.  This reagent differs from the description in the regulation in that it consists of nucleic acid primers and probes rather than antisera.||||N|N|Eligible
MI|MI|NIA|Assay, Direct, Nucleic Acid Amplification, Influenza Virus|1||N|Y||866.3330|1|These reagents are nucleic acid primers and probes for the amplification and identification of Influenza virus directly from clinical specimens.  The identification aids in the diagnosis of influenza and provides epidemiological information on this disease.  This reagent differs from the description in the regulation in that it consists of nucleic acid primers and probes rather than antisera.||||N|N|Eligible
MI|MI|NIJ|System, Test, Genotypic Detection, Resistant Markers, Enterococcus Species|2||N|N||866.1640|1|The in vitro device is intended to detect the presence of the vanA and vanB genes in isolated colonies of Enterococcus spp.  as a marker for vancomycin resistance using DNA probe technology||||N|N|Ineligible
MI|MI|NJO|System, Mycolic Acid Analysis, Mycobacterium Tuberculosis|1||N|Y||866.3370|1|A mycolic acids analysis system is intended to aid in the identification of M. tuberculosis and differentiation from other mycobacteria species through the analysis of mycolic acids derived from cultured bacterial samples, using high performance liquid chromatography (HPLC) performed and pattern recognition software.  The system is used, along with other identification methods, to identify mycobacteria that have been isolated from clinical specimens by traditional culturing techniques.  Following observation of growth on the solid medium, identification of the mycobacterial isolate is done with extraction and analysis of mycolic acids.  Results should be interpreted in conjunction with other laboratory observations and procedures.||||N|N|Eligible
MI|MI|NJR|Nucleic Acid Amplification Assay System, Group B Streptococcus, Direct Specimen Test|1||N|N||866.3740|4|A nucleic acid amplification assay system (including probes, other reagents, and instrumentation) is an aid in the identification of group b streptococci from pre-partum and intra-partum women to establish colonization status.||||N|N|Eligible
MI|MI|NOM|Antigen, Galactomannan, Aspergillus Spp.|1||N|Y||866.3040|1|The Platelia Aspergillus EIA is an immunoenzymatic sandwich microplate assay for the detection of Aspergillus galactomannan antigen in human serum.    It is a test which, when used in conjunction with other diagnostic procedures such as microbiological culture, histological examination of biopsy samples and radiographic evidence, can be used as an aid in the diagnosis of Invasive Aspergillosis.||||N|N|Eligible
MI|MI|NOP|Elisa, Antibody, West Nile Virus|2||N|N||866.3940|1|The West Nile Virus ELISA is intended for the detection of IgG and IgM antibodies to West Nile Virus. Specimens may be serum or cerebral spinal fluid from symptomatic patients.||||N|N|Eligible
MI|MI|NPO|Kit, Immunochromatographic, Bacillus Anthracis Differential Antibody|2||N|N||866.3045|1|A serological reagent to distinguish b. Anthracis culture growth  from other bacillus spp. Growth||||N|N|Ineligible
MI|MI|NQX|System, Nucleic Acid Amplification Test, Dna, Methicillin Resistant Staphylococcus Aureus, Direct Specimen|2||N|N||866.1640|1|A nucleic acid amplification assay system (including probes, other reagents, and instrumentation) is an aid in the identification of MRSA colonization status for the prevention and control of MRSA infections in healthcare settings.||||N|N|Ineligible
MI|MI|NQZ|Antigen, Invasive Fungal Pathogens|2||N|N||866.3050|1|Invasive fungal pathogen assays are devices that consist of antigens, antisera, or proteases used in serological assays for the presumptive diagnosis of fungal infection in serum or plasma.  The assay is indicated for use in patients with symptoms of, or medical conditions predisposing the patient to invasive fungal infection.  The device can be used as an aid in the diagnosis of deep seated mycoses and fungemias.  A positive result does not indicate which class of fungi may be causing infection. The assays should be used in conjunction with other diagnostic procedures, such as microbiological culture, histological examination of biopsy samples and radiological examination.||||N|N|Eligible
MI|MI|NRL|Enzyme Linked Immunoabsorbent Assay, Antibody, B. Anthracis|2||N|N||866.3045|1|The elisa assay for antibodies to b. Anthracis is used to detect an immunological response to proteins secreted by b. Anthracis; As an aid in the laboratory diagnosis of anthrax.||||N|N|Ineligible
MI|MI|NTM|Antigen, Inflammatory Response Marker, Sepsis|2||N|N||866.3210|1|An immunoluminometric assay used to determine the concentration of procalcitonin (pct) in human serum and plasma.||||N|N|Eligible
MI|MI|NVQ|Bacteriophage And Controls, B. Anthracis Lysis|2||N|N||866.3045|1|A gamma phage lysis assay intended for the identification of bacillus anthracis from non-hemolytic, aerobic gram positive colonies isolated from sheep blood agar.  To aid in the laboratory identification of bacillus anthracis culture growth by lysis with a specific bacteriophage.|Cultured isolates|Bacteriophage, culture|Systemic|N|N|Eligible
MI|MI|NWZ|Gas Chromatography, Bacillus Anthracis Membrane Fatty Acids|2||N|N||866.3045|1|Aid in the identification of Bacillus Anthracis|25 x 0.2 mm capillary column (0.33-film thickness of 5% diphenyl-95%-dimethyl siloxane), an oven with 170-270aC increase range during analysis, an autoinjector, MIDI Sherlock Microbial Identification System software that includes the BTR library, and a calibration standard|Gas chromatography and pattern recognition|Trypticase soy agar (with 5% sheep blood) bacterial cultures of any specimen type from the human body|N|N|Eligible
MI|MI|NXD|Nucleic Acid Amplification, Novel Influenza A Virus, A/H5 (Asian Lineage) Rna|2||N|N||866.3332|1|Novel influenza a virus reagents are used in nucleic acid amplification tests to directly detect and differentiate novel influenza a virus specific rna gene segments in human respiratory specimens or viral cultures. Detection and differentiation of specific rna gene segments aids in the diagnosis of influenza caused by novel influenza a viruses in patients with clinical and epidemiological risk of infection with these viruses. They also aid in the presumptive identification of specific novel influenza a viruses and provide epidemiological information on influenza. These reagents are primers and probes, along with a specific novel influenza virus control.|OIVD|Direct nucleic acid amplification|specific RNA segment|N|N|Eligible
MI|MI|NXX|Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Staphylococcus Aureus|1||N|N||866.3700|4|The s. Aureus pna fish is a qualitative nucleic acid hybridization assay intended for presumptive identification of staphylococcus aureus from blood cultures with gram-positive cocci in clusters (gpcc).  This device is not exempt per 21 cfr part 866.9(c)(6).|Kit box containing 1.5 ml Fixation Solution,  S. aureus-specific PNA probe in hybridization solution, Wash Solution and Mounting Medium. One-well microscope slides, fluorescent microscope equipped with a Dual Band Filter, and Control Slides are required and are available from the manufacturer.|Fluorescent In Situ Hybridization using protein nucleic acid (PNA) probes.|Systemic blood culture|N|N|Eligible
MI|MI|NZS|Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Rna, Yeast|1||N|N||866.2660|4|Indicated as a qualitative nucleic acid hybridization assay intended for identification of candida albicans from blood cultures with yeast.|Kit contains 3 ml bottle fixation solution, 1.5 ml bottle fluorescein labeled PNA probe in hybridization solution, 50 ml concentrated wash solution. One well, Teflon coated microscope slides available from manufacturer.|PNA probe is added to a fixed smear prepared from liquid blood culture media with yeast. Hybridization is performed during a 90 minute incubation at 55 degrees C in an incubator or slide warmer. The slide is examined by fluorescent microscopy within 2 hrs. C. albicans is identified as bright green fluorescent yeast cells, whereas non C.albicans will not fluoresce.|systemic blood cultures|N|N|Eligible
MI|MI|OAH|Fish (Fluorescent In Situ Hybridization) Kit, Protein Nucleic Acid, Enterococcus Faecalis|1||N|N||866.3740|4|E. Faecalis pna fish is a qualitative nucleic acid hybridization assay intended for the identification of enterococcus faecalis and other enterococci (oe) from blood cultures showing Gram-positive cocci in pairs and chains.|A mixture of fluoroscein-labeled E. faecalis specific PNA probe and a rhodamine-labeled PNA probe specific for Enterococcus species is added to a fixed smear prepared from a positive blood culture showing gram positive cocci. Hybridization is followed by a wash step. The smear is mounted and examined by fluorescent microscopy.|E. faecalis PNA FISH is a multicolor fluorescence in situ hybridization method using protein nucleic acid probes hybridizing to E. faecalis-specific ribosomal RNA sequences and to ribosomal sequences of other Enterococcus species.|Smears made from positive blood cultures showing gram positive cocci.|N|N|Eligible
MI|MI|OAI|Assay, Enterovirus Nucleic Acid|2||N|N||866.3225|1|Consists of primers, probes, enzymes and controls for the amplification and detection of enterovirus RNA in cerebrospinal fluid (CSF) from individuals who have signs and symptoms consistent with meningitis or meningoencephalitis.  The detection of enterovirus RNA, in conjunction with other laboratory tests, aids in the clinical laboratory diagnosis of viral meningitis caused by enterovirus.|N/A|Nucleic acid amplification assay system, self-contained cartridge with dedicated instrument.|Enterovirus (EV) RNA (enterovirus genome 5 prime untranslated region (UTR) between nucleotides 452 and 596)|N|N|Eligible
MI|MI|OAX|Plasmodium Spp. Detection Reagents|2||N|N||866.3402|1|For the detection of plasmodium spp. Antigens in venous or capillary whole blood.  To aid in the diagnosis of human malaria infections and/or to aid in the differential diagnosis of plasmodium falciparum infections from other less virulent plasmodium species.|In Vitro diagnostic kit|In vitro diagnostic immunochromatographic membrane assays or lateral flow assays that uses  antibodies to detect specific antigens.|Plasmodium spp. antigens in whole blood|N|N|Eligible
MI|MI|OBF|Assay, Genotyping, Hepatitis C Virus|2||N|N||866.3170|1|In vitro diagnostic device for qualitative detection and classification of 8 clinically relevant Hepatitis C Virus RNA genotypes|RT-PCR amplification|In vitro diagnostic device for qualitative detection and classification of 8 clinically relevant Hepatitis C Virus RNA genotypes|Human specimens|N|N|Ineligible
MI|MI|OCC|Respiratory Virus Panel Nucleic Acid Assay System|2||N|N||866.3980|1|A respiratory viral panel multiplex nucleic acid assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify multiple viral nucleic acids extracted from human respiratory specimens or viral culture.  The detection and identification of a specific viral nucleic acid from individuals exhibiting signs and symptoms of respiratory infection aids in the diagnosis of respiratory viral infection when used in conjunction with other clinical and laboratory findings.  The device is intended for detection and identification of a combination of the following viruses:  Influenza A and Influenza B, Influenza A subtype H1 and Influenza A subtype H3, Respiratory Syncytial Virus subtype A and Respiratory Syncytial Virus subtype B, Parainfluenza 1, Parainfluenza 2, and Parainfluenza 3 virus, Human Metapneumovirus, Rhinovirus, and Adenovirus.|A qualitative in vitro diagnostic assay intended to simultaneously detect, identify, and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.|A qualitative in vitro diagnostic assay intended to simultaneously detect, identify, and/or differentiate multiple respiratory virus nucleic acid extracted from human respiratory specimens or viral cultures.  Detection and differentiation of specific virus RNA or DNA aids in the diagnosis of respiratory infections in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of infection with these viruses.|In vitro diagnostic device|N|N|Eligible
MI|MI|OEH|Joint Biological Agent Identification And Diagnostic System (Jbaids) Tularemia Detection Kit|2||N|N||866.3280|1|To aid in the diagnosis of individuals presenting with signs and symptoms of pneumonic or typhoidal tularemia with a qualitative in vitro diagnostic (ivd) detection of target dna sequences of francisella tularensis.|Kit contains 6 vacuum-sealed pouches of freeze-dried PCR reagents, containing 4 vials each, and six pouches containing one tube each of reconstitution buffer and reagent grade water.  Designed to be used on the JBAIDS instrument (K051713).|Real-time polymerase chain reaction (PCR)amplification and detection system.|Matrices: whole blood, sputum, colony and blood cultures.|N|N|Eligible
MI|MI|OEM|Human Metapneumovirus (Hmpv) Rna Assay System|2||N|N||866.3980|1|A qualitative in vitro diagnostic assay intended to detect human metapneumovirus (hmpv) rna extracted from human respiratory specimens or viral cultures. Detection of hmpv rna aids in the diagnosis of respiratory hmpv infection in conjunction with other clinical and laboratory testing in patients exhibiting signs and symptoms of upper respiratory tract infections.|Human metapneumovirus (hMPV) RNA detection assay systems are devices that consist of reagents and instruments for the detection of hMPV RNA extracted from human respiratory specimens or viral cultures.|A qualitative in vitro diagnostic assay intended to detect human metapneumovirus (hMPV) RNA extracted from human respiratory specimens or viral cultures.|in vitro diagnostic assay|N|N|Eligible
MI|MI|OEP|Influenza A Virus Subtype Differentiation Nucleic Acid Assay|2||N|N||866.3980|1|A qualitative in vitro diagnostic assay intended to detect and differentiate between influenza a virus subtypes in human respiratory specimens or viral culture.  Detection and differentiation of specific subtype rna aids in the diagnosis of influenza caused by influenza a in conjunction with other clinical and laboratory testing in patients suspected of being infected with these viruses.  Also, it aids in the presumptive laboratory identification of influenza a virus subtypes to provide epidemiological information on influenza.|OIVD|Direct nucleic acid detection|Specific RNA segments|N|N|Eligible
MI|MI|OJY|Device To Detect Or Measure Nucleic Acid From Viruses Associated With Head And Neck Cancers|2||N|N||866.3236|1|A device to detect or measure nucleic acid from viruses associated with head and neck cancers is an in vitro diagnostic test for prescription use in the detection of viral nucleic acid in nasopharyngeal or oropharyngeal cellular specimens from patients with signs and symptoms of head and neck cancer. The test result is intended to be used in conjunction with other clinical information to aid in assessing the clinical status of virus-associated head and neck cancers and/or the likelihood that head and neck cancer is present.|In vitro diagnostic device|Nucleic acid amplification|Nasopharyngeal or oropharyngeal specimens|N|N|Ineligible
