"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q62122683","","","","daunorubicin/cytarabine","[]","[]","[]","['daunorubicin/cytarabine liposomal', 'cytarabine and daunorubicin liposome injection', 'cytarabine/daunorubicin']","","","L01XY01","","","","https://en.wikipedia.org/wiki/Daunorubicin/cytarabine",""
"Q107401582","AZD7442","","AZD7442","AZD7442","[]","[]","[]","['tixagevimab/cilgavimab', 'AZD8895/AZD1061', 'Evusheld', 'COV2-2130/COV2-2196']","","","","https://uk.wikipedia.org/wiki/AZD7442","https://fr.wikipedia.org/wiki/Evusheld","https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D0%BA%D1%81%D0%B0%D0%B3%D0%B5%D0%B2%D0%B8%D0%BC%D0%B0%D0%B1/%D1%86%D0%B8%D0%BB%D0%B3%D0%B0%D0%B2%D0%B8%D0%BC%D0%B0%D0%B1","https://en.wikipedia.org/wiki/Tixagevimab/cilgavimab",""
"Q421076","такрин","Такрин","tacrine","tacrine","[]","[]","['321-64-2', 'Tétrahydroaminacrine']","['CI-970', 'Cognex®', 'tetrahydroaminoacridine', 'Tacrine', '1,2,3,4-tetrahydro-9-acridinamine', 'Tetrahydroaminoacridine', 'Tetrahydroaminacrine', '9-amino-1,2,3,4-tetrahydroacridine', 'Tacrin', 'THA', 'Tacrinum', '5-amino-6,7,8,9-tetrahydroacridine', '1,2,3,4-tetrahydroacridin-9-amine', '1,2,3,4-tetrahydro-9-aminoacridine']","CHEMBL95","45980","N06DA01","","https://fr.wikipedia.org/wiki/Tacrine","","https://en.wikipedia.org/wiki/Tacrine",""
"Q7838098","","","","tremelimumab","[]","[]","[]","['TICILIMUMAB', 'CP-675206', 'CP-675,206']","CHEMBL2108658","","","","","","https://en.wikipedia.org/wiki/Tremelimumab",""
"Q414242","","Катинон","Cathinone","(−)-cathinone","[]","[]","['71031-15-7', 'C9H11NO']","['D-Cathinone', 'β-ketoamphetamine', 'Cathinone', 'Norephedrone']","CHEMBL2104047","4110","","","https://fr.wikipedia.org/wiki/Cathinone","https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B8%D0%BD%D0%BE%D0%BD","https://en.wikipedia.org/wiki/Cathinone",""
"Q21011225","","","","efinaconazole","[]","[]","[]","['(2R,3R)-2-(2,4-Difluorophenyl)-3-(4-methylene-1-piperidinyl)-1-(1H-1,2,4-triazol-1-yl)-2-butanol', 'KP-103', 'Efinaconazole']","CHEMBL2103877","82718","D01AC19","","","","https://en.wikipedia.org/wiki/Efinaconazole",""
"Q6817797","","","mepenzolate","mepenzolate","[]","[]","[]","['Mepenzolic acid', 'Mepenzolate']","CHEMBL524004","94411","A03AB12","","","","https://en.wikipedia.org/wiki/Mepenzolate",""
"Q410965","","","insuline détémir","insulin detemir","[]","[]","[]","['Levemir Innolet', 'Insulin detemir recombinant', 'Insulin detemir', 'Levemir penfill', 'Levemir flexpen', 'NN-304']","CHEMBL2104391","","A10AE05","","","","https://en.wikipedia.org/wiki/Insulin_detemir",""
"Q1996249","","Белимумаб","belimumab","belimumab","[]","[]","[]","['LymphoStat-B', 'Lymphostat-B Benlysta']","CHEMBL1789843","","L04AA26","","https://fr.wikipedia.org/wiki/Belimumab","https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B8%D0%BC%D1%83%D0%BC%D0%B0%D0%B1","https://en.wikipedia.org/wiki/Belimumab",""
"Q410237","клопідогрель","Клопидогрел","clopidogrel","clopidogrel","[]","['Клопидрогель', 'Клопидогрель', 'Плавикс']","['Plavix', 'C16H16ClNO2S', '113665-84-2']","['Plavix&reg', 'SR-25990C', '(+)-Clopidogrel', 'Clopidogrel', 'clopidogrelum']","CHEMBL1771","37941","B01AC04","https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D0%BF%D1%96%D0%B4%D0%BE%D0%B3%D1%80%D0%B5%D0%BB%D1%8C","https://fr.wikipedia.org/wiki/Clopidogrel","https://ru.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D0%BF%D0%B8%D0%B4%D0%BE%D0%B3%D1%80%D0%B5%D0%BB","https://en.wikipedia.org/wiki/Clopidogrel",""
"Q106654622","","","","nagrestipen","[]","[]","[]","['26-L-alaninelymphokine MIP 1alpha (human clone pAT464 macrophage inflammatory)', 'ECI301']","","","","","","","",""
"Q311992","","","acétylcarnitine","acetylcarnitine","[]","[]","['C9H17NO4']","['O-Acetylcarnitine', 'O-acetyl-L-carnitine', 'acetyl-L-carnitine', 'Acetyl-L-carnitine', 'R-Acetylcarnitine', 'L-O-Acetylcarnitine', '(-)-Acetylcarnitine', 'L-Acetylcarnitine', 'L-Carnitine acetyl ester', 'Acetyl-L-(-)-carnitine', '(R)-Acetylcarnitine', 'Nicetile', '(+-)-Acetylcarnitine', 'Acetyl-carnitine', '3-(acetyloxy)-4-(trimethylazaniumyl)butanoate', 'ALCAR', 'Levocarnitine acetyl', 'Acetylcarnitine']","CHEMBL1697733","57589","N06BX12","","https://fr.wikipedia.org/wiki/Ac%C3%A9tylcarnitine","","https://en.wikipedia.org/wiki/Acetylcarnitine",""
"Q1639616","еноксацин","","enoxacine","enoxacin","[]","[]","['Énoxacine', '74011-58-8', 'C15H17FN4O3']","['Flumark®', 'Penetrex®', 'ENOXACIN', '1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid', 'Enoxacin', '1-Ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid', 'Enoxacinum', 'Énoxacine', 'Enoxacina', '1-Ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid', 'Enoxacino']","CHEMBL826","157175","J01MA04","https://uk.wikipedia.org/wiki/%D0%95%D0%BD%D0%BE%D0%BA%D1%81%D0%B0%D1%86%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/%C3%89noxacine","","https://en.wikipedia.org/wiki/Enoxacin",""
"Q106641565","","","","orientiparcin","[]","[]","[]","[]","","","","","","","",""
"Q107401612","","","","NT-I7","[]","[]","[]","[]","","","","","","","",""
"Q48834769","","","","loteprednol etabonate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Loteprednol_etabonate",""
"Q27088835","","","","S(+)-niguldipine","[]","[]","[]","['(+)-niguldipine', 'Niguldipine']","CHEMBL405355","103931","","","","","",""
"Q2072745","","","","trichlormethiazide","[]","[]","[]","['Naqua®', 'Trichlormethiazide']","CHEMBL1054","9683","C03AA06","","","","https://en.wikipedia.org/wiki/Trichlormethiazide",""
"Q64532944","","","","estradiol valerate/gestonorone caproate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Estradiol_valerate/gestonorone_caproate",""
"Q106634671","","","lévométhioméprazine","levomethiomeprazine","[]","[]","[]","['levometiomeprazine', '(-)-methiomeprazine']","","","","","","","",""
"Q28132040","","","","Methyltestosterone 3-hexyl ether","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Methyltestosterone_3-hexyl_ether",""
"Q64577491","","","","testosterone propionate/testosterone phenylpropionate/testosterone isocaproate","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Testosterone_propionate/testosterone_phenylpropionate/testosterone_isocaproate",""
"Q93561941","","","","Tuvunu","[]","[]","[]","['Tuvunu S.A.', 'Tuvunu SA']","","","","","","","",""
"Q420031","","Нитропруссид натрия","nitroprussiate de sodium","nitroprusside","[]","['Нитропруссид']","[]","['Nitroferricyanide', '[Fe(CN)5(NO)](2-)']","CHEMBL2097081","7596","C02DD01","","","","",""
"Q113292210","","","Recombivax HB","Recombivax HB","[]","[]","[]","[]","","","","","","","",""
"Q5375195","","","","enamel matrix derivative","[]","[]","[]","['EMD', 'Emdogain']","","","","","","","https://en.wikipedia.org/wiki/Enamel_matrix_derivative",""
"Q188017","тирозин","тирозин","L-tyrosine","L-tyrosine","['Tyr', 'тірозин']","[]","['acide (S)-2-amino-3-(4-hydroxyphényl)propanoïque', 'acide 2-amino-3-(4-hydroxyphényl)propanoïque']","['Tyr', 'Y', '(2S)-2-amino-3-(4-hydroxyphenyl)propanoic acid', '(−)-α-amino-p-hydroxyhydrocinnamic acid', '(S)-α-amino-4-hydroxybenzenepropanoic acid', '4-hydroxy-L-phenylalanine', '(2S)-2-amino-3-(4-hydroxyphenyl)propionic acid', '(2S)-2-azanyl-3-(4-hydroxyphenyl)propanoic acid', 'tyrosine', '(S)-alpha-amino-4-hydroxybenzenepropanoic acid', '(-)-alpha-amino-p-hydroxyhydrocinnamic acid', '(S)-tyrosine', '(S)-3-(p-hydroxyphenyl)alanine', '(S)-2-amino-3-(p-hydroxyphenyl)propionic acid', '(S)-(-)-tyrosine']","CHEMBL925","17895","","https://uk.wikipedia.org/wiki/%D0%A2%D0%B8%D1%80%D0%BE%D0%B7%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Tyrosine","https://ru.wikipedia.org/wiki/%D0%A2%D0%B8%D1%80%D0%BE%D0%B7%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Tyrosine",""
"Q292982","Альфа-1-антитрипсин","","alpha 1-antitrypsine","Serpin family A member 1","[]","[]","['A1AT']","['protease inhibitor 1 (anti-elastase), alpha-1-antitrypsin', 'epididymis secretory sperm binding protein', 'alpha-1 antitrypsin', 'alpha-1 protease inhibitor', 'alpha-1-antiproteinase', 'serine (or cysteine) proteinase inhibitor, clade A, member 1', 'serpin peptidase inhibitor clade A (alpha-1antiproteinase, antitrypsin) member 1', 'serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1', 'serpin peptidase inhibitor clade A member 1', 'alpha-1-antitrypsin short transcript variant 1C5', 'alpha-1-antitrypsin null', 'alpha-1-antitrypsin', 'alpha-1-antitrypsin short transcript variant 1C4', 'serpin A1', 'SERPINA1', 'alfa-1-antitrypsin']","","","","https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D1%8C%D1%84%D0%B0-1-%D0%B0%D0%BD%D1%82%D0%B8%D1%82%D1%80%D0%B8%D0%BF%D1%81%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Alpha-1-antitrypsine","","https://en.wikipedia.org/wiki/Alpha-1_antitrypsin",""
"Q101246544","","","","bacTRL-Spike","[]","[]","[]","[]","","","","","","","",""
"Q5137424","","","","Co-amilozide","[]","[]","[]","[]","","","","","","","https://en.wikipedia.org/wiki/Co-amilozide",""
"Q827916","","Триметадион","Triméthadione","trimethadione","[]","['Триметин']","[]","['Tridione®', 'Troxidone', 'Trimethadione', 'Trimethadion', 'Triméthadione', 'Trimethadionum', 'Trimethinum']","CHEMBL695","9727","N03AC02","","https://fr.wikipedia.org/wiki/Trim%C3%A9thadione","https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B8%D0%BC%D0%B5%D1%82%D0%B0%D0%B4%D0%B8%D0%BE%D0%BD","https://en.wikipedia.org/wiki/Trimethadione",""
"Q20801769","","","","serum albumin iodonated","[]","[]","[]","['Serum albumin precursor', 'Iodinated (131I) Human Serum Albumin', 'Radioiodinated serum albumin']","CHEMBL1201453","","","","","","https://en.wikipedia.org/wiki/Radioiodinated_serum_albumin",""
"Q134658","ніацин","никотиновая кислота","vitamine B3","nicotinic acid","['вітамін РР', 'вітамін B3', 'нікотинова кислота', 'вітамін B5', 'вітамін PP']","['Е375', 'E375', 'Витамин В3', 'Ниацинамид', 'Витамин РР', 'Витамин PP', 'В3', 'Витамин B3', 'Ниацин', 'Niacin']","['Niacine', 'E375', 'Nicotinate', 'Acide pyridine-carboxylique-3', 'Vitamine PP', '59-67-6', 'Acide nicotinique']","['nicotinate', '3-carboxypyridine', 'm-pyridinecarboxylic acid', 'beta-pyridinecarboxylic acid', 'pyridine-beta-carboxylic acid', '3-Pyridylcarboxylic acid', 'Nicacid', 'Pelonin', 'Nicyl', 'Tinic', 'Daskil', 'Peviton', '3-Picolinic acid', 'Pellagrin', 'Induracin', 'Apelagrin', 'Akotin', 'pyridine-3-carboxylic acid', 'Enduracin', 'Nicamin', 'Nico-Span', 'Niac', 'Nicodelmine', 'Linic', '3-Pyridylcarboxylate', 'Slo-niacin', 'Nicosan 3', 'Nicolar', 'Niacor', 'Nicotinipca', '3-Carboxylpyridine', 'Niconacid', 'Niacine', 'Efacin', 'Nicangin', 'Nicocap', 'Nyclin', 'Nicobid', '3-Pyridinecarboxylate', 'Wampocap', 'Nicotinic Acid', 'Anti-pellagra vitamin', 'Nikotinsaeure', 'β-pyridinecarboxylic acid', 'pyridine-β-carboxylic acid', 'M-Pyridinecarboxylic Acid', 'Acide Nicotinique', 'Acido nicotinico', '3-Pyridinecarboxylic acid', 'Acidum Nicotinicum', 'beta-Pyridinecarboxylic acid', 'Pyridine-beta-carboxylic acid', 'niacin', 'Nicotinic acid', 'Niacin']","CHEMBL573","15940","C10AD02","","","https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D0%BE%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BA%D0%B8%D1%81%D0%BB%D0%BE%D1%82%D0%B0","https://en.wikipedia.org/wiki/Niacin_(substance)",""
"Q1470519","","Фенхелевое масло","","fennel oil","[]","[]","[]","['Fennel Oil', 'Fennel Seed Extract', 'fennel fruit oil']","","","","","","https://ru.wikipedia.org/wiki/%D0%A4%D0%B5%D0%BD%D1%85%D0%B5%D0%BB%D0%B5%D0%B2%D0%BE%D0%B5_%D0%BC%D0%B0%D1%81%D0%BB%D0%BE","",""
"Q416451","","Азацитидин","azacitidine","azacitidine","[]","[]","['5-aza', 'Vidaza®', '5-azacitidine']","['5-AZAC', '5-azacytidine', 'ladakamycin', 'U-18496', 'Vidaza®', 'Azacitidine', '4-Amino-1-beta-D-ribofuranosyl-s-triazin-2(1H)-one', '5-Azacytidine', '4-Amino-1-beta-D-ribofuranosyl-S-triazin-2(1H)-one', 'Azacytidine', 'Azacitidinum', '5 AZC', 'Azacitidina']","CHEMBL1489","2038","L01BC07","","https://fr.wikipedia.org/wiki/Azacitidine","https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B0%D1%86%D0%B8%D1%82%D0%B8%D0%B4%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Azacitidine","azaCITIDine"
"Q96019252","","","","dandelion leaf","[]","[]","[]","['Taraxaci folium', 'Taraxacum officinale leaf']","","","","","","","",""
"Q96107723","","","prunier d'Afrique (écorce de)","pygeum africanum bark","[]","[]","[]","['Pruni africanae cortex']","","","","","","","",""
"Q422884","","Этилуретан","uréthane","urethane","[]","[]","[]","['Carbamic acid ethyl ester', 'Ethylcarbamate', 'Estane 5703', 'O-ethyl urethane', 'Ethylurethan', 'O-ethylurethane', 'Ethylurethane', 'Uretan', 'Urethan', 'Urethane', 'Ethyl urethane', 'Ethyl urethan', 'Uretano', 'Ethyl ester of carbamic acid', 'Aethylcarbamat', 'Aethylurethan', 'Carbamidsaeure-aethylester', 'Ethylester kyseliny karbaminove', 'Uretan etylowy', 'Urethanum', 'Ethyl carbamate']","CHEMBL462547","17967","","","","https://ru.wikipedia.org/wiki/%D0%AD%D1%82%D0%B8%D0%BB%D1%83%D1%80%D0%B5%D1%82%D0%B0%D0%BD","https://en.wikipedia.org/wiki/Ethyl_carbamate",""
"Q2365016","гатіфлоксацин","Gatifloxacin","gatifloxacine","gatifloxacin","[]","[]","[]","['Zymaxid', 'Zymar', 'Tequin', 'AM-1155', 'AM 1155', 'Gatifloxacine', '1-Cyclopropyl-1,4-dihydro-6-fluoro-8-methoxy-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid', '1-Cyclopropyl-6-fluoro- 8-methoxy-7-(3-methylpiperazin-1-yl)- 4-oxo-quinoline-3-carboxylic acid', 'Gatifloxacinum', 'Gatifloxacino', 'BMS-206584-01', 'Gatifloxacin anhydrous']","CHEMBL31","5280","J01MA16","https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D1%82%D0%B8%D1%84%D0%BB%D0%BE%D0%BA%D1%81%D0%B0%D1%86%D0%B8%D0%BD","https://fr.wikipedia.org/wiki/Gatifloxacine","","https://en.wikipedia.org/wiki/Gatifloxacin",""
"Q48566769","","","","guaifenesin / pseudoephedrine","[]","[]","[]","[]","","","","","","","",""
"Q5018829","","","","calcium hexamine thiocyanate","[]","[]","[]","[]","","","R01AX01","","","","https://en.wikipedia.org/wiki/Calcium_hexamine_thiocyanate",""
"Q60708120","чорниця","черника","myrtille","bilberry","[]","['голубика']","[]","['European blueberry']","","","","","https://fr.wikipedia.org/wiki/Myrtille","","https://en.wikipedia.org/wiki/Bilberry",""
"Q418702","Базиліксимаб","Базиликсимаб","basiliximab","basiliximab","[]","['Симулект']","[]","['CHI621', 'SDZ-CHI-621', 'CHI-621', 'chimeric mouse-human antiCD25', 'Ig gamma-1 chain C region']","CHEMBL1201439","","L04AC02","https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D0%B7%D0%B8%D0%BB%D1%96%D0%BA%D1%81%D0%B8%D0%BC%D0%B0%D0%B1","https://fr.wikipedia.org/wiki/Basiliximab","https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D0%B7%D0%B8%D0%BB%D0%B8%D0%BA%D1%81%D0%B8%D0%BC%D0%B0%D0%B1","https://en.wikipedia.org/wiki/Basiliximab",""
"Q27280470","","","","(3S)-ondansetron","[]","[]","[]","[]","CHEMBL399705","","","","","","",""
"Q25100640","","","","pexidartinib","[]","[]","[]","['PLX3397', 'pexidartinib', 'PLX-3397']","","145373","","","","","https://en.wikipedia.org/wiki/Pexidartinib",""
"Q113572830","","","","cetirizine/pseudoephedrine","[]","[]","[]","['Zyrtec-D']","","","","","","","https://en.wikipedia.org/wiki/Cetirizine/pseudoephedrine",""
"Q28746","Флавінаденіндинуклеотид","Флавинадениндинуклеотид","flavine adénine dinucléotide","flavin adenine dinucleotide","['ФАД']","['ФАД', 'FAD']","['C27H33N9O15P2', 'C27H33O15P2', 'FADH2', 'FAD', 'Flavine adenine dinucleotide']","['FAD', ""adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate]"", ""Riboflavin 5'-adenosine diphosphate"", ""Adenosine 5'-(trihydrogen pyrophosphate), 5'-5'-ester with riboflavine"", ""Riboflavin 5'-(trihydrogen diphosphate), 5'-5'-ester with adenosine"", 'Adenine-flavine dinucleotide', 'Flavitan', 'Flavin adenine dinucleotide oxidized', '1H-Purin-6-amine flavin dinucleotide', 'Riboflavine-adenine dinucleotide', 'Flavin-adenine dinucleotide', 'Adenine-flavin dinucleotide', 'Adenine-riboflavine dinucleotide', 'Flavine-adenine dinucleotide', 'Flaziren', 'Riboflavin-adenine dinucleotide', 'Flavine adenosine diphosphate', 'Isoalloxazine-adenine dinucleotide', 'Flamitajin B', 'Adenine-riboflavin dinucleotide', '{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}[({[(2R,3S,4S)-5-{7,8-dimethyl-2,4-dioxo-2H,3H,4H,10H-benzo[g]pteridin-10-yl}-2,3,4-trihydroxypentyl]oxy}(hydroxy)phosphoryl)oxy]phosphinic acid', 'Adenine-riboflavin dinuceotide', '1H-Purin-6-amine flavine dinucleotide', 'Flanin F', 'Flavin adenine dinucleotide', 'FLAVIN-adenine dinucleotide', ""Adenosine 5'-[3-(riboflavin-5'-yl) dihydrogen diphosphate]"", 'Flavine adenine dinucleotide']","CHEMBL1232653","16238","","https://uk.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%B2%D1%96%D0%BD%D0%B0%D0%B4%D0%B5%D0%BD%D1%96%D0%BD%D0%B4%D0%B8%D0%BD%D1%83%D0%BA%D0%BB%D0%B5%D0%BE%D1%82%D0%B8%D0%B4","https://fr.wikipedia.org/wiki/Flavine_ad%C3%A9nine_dinucl%C3%A9otide","https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D0%B0%D0%B2%D0%B8%D0%BD%D0%B0%D0%B4%D0%B5%D0%BD%D0%B8%D0%BD%D0%B4%D0%B8%D0%BD%D1%83%D0%BA%D0%BB%D0%B5%D0%BE%D1%82%D0%B8%D0%B4","https://en.wikipedia.org/wiki/Flavin_adenine_dinucleotide",""
"Q411441","Гідрокодон","гидрокодон","hydrocodone","hydrocodone","[]","['Гидрокодона фосфат', 'Дигидроксикодеинон']","['125-29-1']","['Zohydro®', 'Dihydrocodeinone', 'Idrocodone', 'Hydroconum', 'Hydrocone', '4,5-alpha-Epoxy-3-methoxy-17-methylmorphinan-6-one', '(-)-Dihydrocodeinone', 'Hydrocodon', 'Hidrocodona', 'Hydrocodonum', 'Hydrocodone polistirex', 'Hydrocodone']","CHEMBL1457","5779","R05DA03","https://uk.wikipedia.org/wiki/%D0%93%D1%96%D0%B4%D1%80%D0%BE%D0%BA%D0%BE%D0%B4%D0%BE%D0%BD","https://fr.wikipedia.org/wiki/Hydrocodone","https://ru.wikipedia.org/wiki/%D0%93%D0%B8%D0%B4%D1%80%D0%BE%D0%BA%D0%BE%D0%B4%D0%BE%D0%BD","https://en.wikipedia.org/wiki/Hydrocodone","HYDROcodone"
"Q684379","","nevenac","népafénac","nepafenac","[]","[]","[]","['AHR-9434', 'AL-6515', 'Nevanac®', 'AHR 9434', '2-amino-3-benzoylbenzeneacetamide', 'AL 6515', 'Amfenac amide', 'Nepafenacum', '2-amino-3-Benzoylbenzeneacetamide', 'Nepafenac', 'Nepafenaco']","CHEMBL1021","75922","S01BC10","","","","https://en.wikipedia.org/wiki/Nepafenac",""
"Q170304","Дофамін","дофамин","dopamine","dopamine","['Допамін']","['Допамин']","['C8H11NO2', '51-61-6', 'DA', 'PIF']","['3-hydroxytyramine', '4-(2-aminoethyl)catechol', '4-(2-aminoethyl)pyrocatechol', 'Hydroxytyramin', '4-(2-Aminoethyl)-1,2-benzenediol', '4-(2-azanylethyl)benzene-1,2-diol', 'Dopastat', 'alpha-(3,4-Dihydroxyphenyl)-beta-aminoethane', '3,4-Dihydroxyphenylethylamine', 'Dynatra', 'Dophamine', '4-(2-Aminoethyl)-Pyrocatechol', 'a-(3,4-Dihydroxyphenyl)-b-aminoethane', 'Dopaminum', 'Hydroxytyramine', 'Dopamin', 'Revivan', 'Intropin', 'Oxytyramine', 'Deoxyepinephrine', '2-(3,4-dihydroxyphenyl)ethylamine', '3,4-Dihydroxyphenethylamine', '3-Hydroxytyramine', '4-(2-Aminoethyl)benzene-1,2-diol', 'Dopamine', '4-(2-aminoethyl)-1,2-benzenediol', 'Dopamina']","CHEMBL59","18243","C01CA04","https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D1%84%D0%B0%D0%BC%D1%96%D0%BD","https://fr.wikipedia.org/wiki/Dopamine","https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D1%84%D0%B0%D0%BC%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Dopamine","DOPamine"
"Q62947","Флунітразепам","Флунитразепам","flunitrazépam","flunitrazepam","[]","['Рогипнол']","['Rohypnol', 'Rohyp', 'Flunitrazepam', '1622-62-4', 'Narcozep']","['Narcozep®', 'Rohypnol®', 'Flunitrazepamum', 'Flunitrazepam', 'Rohypnol']","CHEMBL13280","31622","N05CD03","https://uk.wikipedia.org/wiki/%D0%A4%D0%BB%D1%83%D0%BD%D1%96%D1%82%D1%80%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0%D0%BC","https://fr.wikipedia.org/wiki/Flunitraz%C3%A9pam","https://ru.wikipedia.org/wiki/%D0%A4%D0%BB%D1%83%D0%BD%D0%B8%D1%82%D1%80%D0%B0%D0%B7%D0%B5%D0%BF%D0%B0%D0%BC","https://en.wikipedia.org/wiki/Flunitrazepam",""
"Q7050956","","","énanthate de noréthistérone","norethindrone enanthate","[]","[]","[]","['17alpha-Ethynyl-17beta-heptanoyloxy-4-estren-3-one', 'Norethisterone enanthate']","CHEMBL3187229","34894","","","https://fr.wikipedia.org/wiki/%C3%89nanthate_de_nor%C3%A9thist%C3%A9rone","","https://en.wikipedia.org/wiki/Norethisterone_enanthate",""
"Q2873270","","Аванафил","avanafil","avanafil","[]","[]","['C23H26ClN7O3']","['Spedra®', 'Stendra®', 'TA-1790', '(S)-4-(3-Chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-N-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide', 'Avanafil']","CHEMBL1963681","66876","G04BE10","","https://fr.wikipedia.org/wiki/Avanafil","https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B0%D0%BD%D0%B0%D1%84%D0%B8%D0%BB","https://en.wikipedia.org/wiki/Avanafil",""
"Q105153485","","","","(1S,2R,5R,7S,11S,12S,15R,16S)-15-[(2S,3R,4R,5S)-3,4-dihydroxy-5,6-dimethylheptan-2-yl]-5-hydroxy-2,16-dimethyl-9-oxatetracyclo[9.7.0.0²,⁷.0¹²,¹⁶]octadecan-8-one","[]","[]","[]","[]","","185407","","","","","",""
"Q1087499","тролеандоміцин","","troléandomycine","troleandomycin","[]","[]","[]","['TAO', 'Triacetyloleandomycin', 'Troleandomycin', 'Tribiocillina', 'Oleandocetine', 'Oleandomycin triacetyl ester', 'Oleandomycin triacetate']","CHEMBL564085","45735","J01FA08","","","","https://en.wikipedia.org/wiki/Troleandomycin",""
"Q554881","","этилморфин","éthylmorphine","ethylmorphine","[]","['Дионин', 'Этилморфина гидрохлорид']","[]","['Dionine', 'Ethyl morphine', 'SID144206163', 'SID50113064', 'Ethylmorphine']","CHEMBL1712170","4902","S01XA06","","https://fr.wikipedia.org/wiki/%C3%89thylmorphine","https://ru.wikipedia.org/wiki/%D0%AD%D1%82%D0%B8%D0%BB%D0%BC%D0%BE%D1%80%D1%84%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Ethylmorphine",""
