"atc_classification","activeingredient","activeingredient_cy","brandname_uk_cy","brandname_uk_lat","manufacturer","dosage_cy","dosage","info_uk","brandname_uk_lat_translit","brandname_uk_lat_merge"
"C08CA02","['Felodipine']","['Фелодипін']","ФЕЛОДИП","FELODIP","ТЕВА Чех Індастріз с.р.о., Чеська Республіка","['таблетки з модифікованим вивільненням по 10 мг 5 мг 2,5 мг']","['modified', 'release tablets of 10 mg  2.5 mg 5 mg']","https://compendium.com.ua/info/173267/felodip/","FELODIP","FELODIP"
"C08CA05","['Nifedipine']","['Ніфедипін']","ФЕНІГІДИН‐ ЗДОРОВ’Я","PHENIHYDIN‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['таблетки по 10 мг,', 'краплі оральні, розчин, 20 мг/мл по']","['10 mg tablets,', 'oral drops, solution, 20 mg / ml in 10 ml or 20 ml in a bottle']","https://compendium.com.ua/info/2150/fenigidin‐zdorov_e/","FENІGІDIN‐ ZDOROV’Ja","PHENIHYDIN‐ ZDOROVYE"
"nan","['nan']","['nan']","nan","nan","nan","['10 мл або по 20 мл у флаконі']","['nan']","https://compendium.com.ua/info/2150/fenigidin‐zdorov_e/","nan","nan"
"C08CA05","['Nifedipine']","['Ніфедипін']","КОРДИПІН XL","CORDIPIN® XL","КРКА, д.д., Ново место, Словенія","['таблетки з модифікованим вивільненням по 40 мг']","['modified', 'release tablets of 40 mg']","https://compendium.com.ua/info/171585/kordipin/","KORDIPІN XL","CORDIPIN® XL"
"C08CA05","['Nifedipine']","['Ніфедипін']","КОРИНФАР®","CORINFAR®","ПЛІВА Хрватска д.о.о., Хорватія","['таблетки пролонгованої дії, по 10 мг']","['prolonged', 'release tablets, 10 mg']","https://compendium.com.ua/info/11820/91176‐91177/","KORINFAR®","CORINFAR®"
"C08CA05","['Nifedipine']","['Ніфедипін']","КОРИНФАР® РЕТАРД","CORINFAR® RETARD","ПЛІВА Хрватска д.о.о., Хорватія","['таблетки пролонгованої дії по 20 мг']","['prolonged', 'release tablets of 20 mg']","https://compendium.com.ua/info/173270/91178/","KORINFAR® RETARD","CORINFAR® RETARD"
"C08CA05","['Nifedipine']","['Ніфедипін']","КОРИНФАР® УНО 40","CORINFAR® UNO 40","Меркле ГмбХ, Німеччина","['таблетки пролонгованої дії по 40 мг']","['prolonged', 'release tablets of 40 mg']","https://compendium.com.ua/info/11820/251283‐251284/","KORINFAR® UNO 40","CORINFAR® UNO 40"
"C08CA05","['Nifedipine']","['Ніфедипін']","НЕМОТАН","NEMOTAN","Медокемі ЛТД, Кіпр","['таблетки, по 30 мг']","['tablets, 30 mg']","https://compendium.com.ua/info/_5732/","NEMOTAN","NEMOTAN"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІКАРДІЯ® РЕТАРД","NICARDIA® RETARD","Юнік Фармасьютикал Лабораторіз, Індія","['таблетки, пролонгованої дії по 20 мг']","['tablets, prolonged action of 20 mg']","https://compendium.com.ua/info/154784/nikardija‐sup‐sup‐retard/","NІKARDІJa® RETARD","NICARDIA® RETARD"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІМОДИПІН","NIMODIPINЕ","ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐ фармацевтичний завод"", Україна","['таблетки, по 30 мг']","['tablets, 30 mg']","https://compendium.com.ua/info/168251/nimodipin/","NІMODIPІN","NIMODIPINЕ"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІМОТОП®","NIMOTOP®","Байєр АГ, Німеччина","['розчин для інфузій, 10 мг/50 мл по 50 мл розчину у флаконі', 'таблетки, по 30 мг']","['solution for infusion, 10 mg / 50 ml 50 ml of solution in a vial', 'tablets, 30 mg']","https://compendium.com.ua/info/151832/nimotop‐sup‐sup‐/","NІMOTOP®","NIMOTOP®"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІТОПІН","NITOPIN®","Анфарм Еллас С.А., Греція","['таблетки, по 30 мг']","['tablets, 30 mg']","https://compendium.com.ua/info/220388/nitopin/","NІTOPІN","NITOPIN®"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІТРЕСАН®","NITRESAN®","ПРО.МЕД.ЦС Прага а.с.","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/211341/nitresan/","NІTRESAN®","NITRESAN®"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІФЕДИПІН","NIFEDIPINE","ПрАТ ""Технолог"", м. Умань, Черкаська обл., Україна","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/167596/51977/","NІFEDIPІN","NIFEDIPINE"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІФЕДИПІН‐ ДАРНИЦЯ","NIFEDIPINE‐ DARNITSA","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/167759/57012/","NІFEDIPІN‐ DARNITsJa","NIFEDIPINE‐ DARNITSA"
"C08CA05","['Nifedipine']","['Ніфедипін']","НІФЕКАРД® XL","NIFECARD® XL","Лек фармацевтична компанія д. д., Словенія","['таблетки, по 30 мг 60 мг']","['tablets, 30 mg 60 mg']","https://mozdocs.kiev.ua/likiview.php?id=50075","NІFEKARD® XL","NIFECARD® XL"
"C08CA05","['Nifedipine']","['Ніфедипін']","ФАРМАДИПІН®","FARMADIPINЕ®","ПАТ ""Фармак"", м. Київ, Україна","['краплі оральні 2 % по 5 мл або 25 мл у флаконі']","['2% oral drops of 5 ml or 25 ml in a bottle']","https://compendium.com.ua/info/135081/farmadipin‐sup‐sup‐/","FARMADIPІN®","FARMADIPINЕ®"
"C08CA13","['Lercanidipine']","['Лерканідипін']","ВАНЛЕРК","VANLERC","АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ ЗАВОД"", Україна","['таблетки, по 10 мг 20 мг']","['tablets, 10 mg  20 mg']","https://compendium.com.ua/info/555889/vanlerk/","VANLERK","VANLERC"
"C08CA13","['Lercanidipine']","['Лерканідипін']","ЗАНІДІП®","ZANIDIP®","Рекордаті Індастріа Хіміка е Фармасевтіка С.п.А., Італія","['таблетки, по 10 мг 20 мг']","['tablets, 10 mg  20 mg']","https://compendium.com.ua/info/172882/zanidip‐sup‐sup‐/","ZANІDІP®","ZANIDIP®"
"C08CA13","['Lercanidipine']","['Лерканідипін']","ЕЗАНТАЛ","EZANTAL","ТОВ НВФ ""МІКРОХІМ""","['таблетки, по 20 мг 10 мг']","['tablets, 20 mg  10 mg']","https://compendium.com.ua/info/400264/ezantal/","EZANTAL","EZANTAL"
"C08CA13","['Lercanidipine']","['Лерканідипін']","ЛЕРКАМЕН® 10 ЛЕРКАМЕН® 20","nan","БЕРЛІН‐ХЕМІ АГ, Німеччина","['таблетки, по 10 мг 20 мг']","['tablets, 10 mg 20 mg']","https://compendium.com.ua/info/167973/lerkamen‐sup‐sup‐/","LERKAMEN® 10 LERKAMEN® 20","nan"
"C08CA13","['Lercanidipine']","['Лерканідипін']","ЛЕРКАНІДИПІН‐ ТЕВА","LERCANIDIPINE‐TEVA","Балканфарма‐ Дупниця АТ, Болгарія","['таблетки, по 10 мг']","['tablets, 10 mg']","https://mozdocs.kiev.ua/likiview.php?id=46417","LERKANІDIPІN‐ TEVA","LERCANIDIPINE‐TEVA"
"C08CA13","['Lercanidipine']","['Лерканідипін']","ТОРИДИП 10, ТОРИДИП 20","TORIDIP 10, TORIDIP 20","Торрент Фармасьютікалс Лтд, Індія","['таблетки, по 10 мг 20 мг']","['tablets, 10 mg  20 mg']","https://mozdocs.kiev.ua/likiview.php?id=47593","TORIDIP 10, TORIDIP 20","TORIDIP 10, TORIDIP 20"
"C08DA01","['Verapamil']","['Верапаміл']","ІЗОПТИН®","ISOPTIN®","Аббві Дойчланд ГмбХ і Ко. КГ, Німеччина","['таблетки, по 80 мг']","['tablets, 80 mg']","https://compendium.com.ua/info/166414/izoptin‐sup‐sup‐/","ІZOPTIN®","ISOPTIN®"
"C08DA01","['Verapamil']","['Верапаміл']","ЛЕКОПТИН®","LEKOPTIN","Лек фармацевтична компанія д.д., Словенія","['таблетки, по 40 мг 80 мг']","['tablets, 40 mg 80 mg']","https://mozdocs.kiev.ua/likiview.php?id=49655","LEKOPTIN®","LEKOPTIN"
"C08DA01","['Verapamil']","['Верапаміл']","ВЕРАПАМІЛ‐ ДАРНИЦЯ","VERAPAMIL‐ DARNITSA","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['розчин для інєкцій, 2,5 мг/мл по 2 мл в ампулі', 'таблетки, по 40 мг 80 мг""']","['solution for injection, 2.5 mg / ml in 2 ml ampoules', 'tablets, 40 mg 80 mg']","https://compendium.com.ua/info/166124/verapamil‐darnitsa/","VERAPAMІL‐ DARNITsJa","VERAPAMIL‐ DARNITSA"
"C08DA01","['Verapamil']","['Верапаміл']","ВЕРАПАМІЛУ ГІДРОХЛОРИД","VERAPAMIL HYDROCHLORIDE","ТОВ ""Дослідний завод ""ГНЦЛС"", Україна","['таблетки по 40 мг 80 мг']","['40 mg tablets 80 mg']","https://compendium.com.ua/info/166125/89659/","VERAPAMІLU GІDROHLORID","VERAPAMIL HYDROCHLORIDE"
"C08DA01","['Verapamil']","['Верапаміл']","ВЕРАПАМИЛА ГИДРОХЛОРИД","VERAPAMIL HYDROCHLORIDE","ПАО НПЦ ""Борщаговский ХФЗ""","['таблетки, по 80 мг']","['tablets, 80 mg']","https://compendium.com.ua/info/3114/47557/","VERAPAMILA GIDROHLORID","VERAPAMIL HYDROCHLORIDE"
"C08DA01","['Verapamil']","['Верапаміл']","ВЕРАТАРД 180","VERATARD 180","ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐ фармацевтичний завод"", Україна","['капсули пролонгованої дії по 180 мг']","['prolonged', 'release capsules of 180 mg']","https://compendium.com.ua/info/169594/","VERATARD 180","VERATARD 180"
"C08DB01","['Diltiazem']","['Дилтіазем']","ДИЛТІАЗЕМ","DILTIAZEM","ПАТ ""Лубнифарм"", м. Лубни, Полтавська обл., Україна","['таблетки по 60 мг']","['60 mg tablets']","https://compendium.com.ua/info/166174/diltiazem/","DILTІAZEM","DILTIAZEM"
"C08DB01","['Diltiazem']","['Дилтіазем']","ДІАКОРДИН® 120 РЕТАРД ДІАКОРДИН® 90 РЕТАРД","DIACORDIN® 120 RETARD DIACORDIN® 90 RETARD","ТОВ ""Зентіва"", Чеська Республіка","['таблетки пролонгованої дії по 120 мг']","['prolonged', 'release tablets of 120 mg']","https://compendium.com.ua/info/28802/diakordin/","DІAKORDIN® 120 RETARD DІAKORDIN® 90 RETARD","DIACORDIN® 120 RETARD DIACORDIN® 90 RETARD"
"C08DB01","['Diltiazem']","['Дилтіазем']","АЛДІЗЕМ","ALDIZEM®","АЛКАЛОЇД АД Скоп’є, Республіка Північна Македоні","['таблетки, по 90 мг']","['tablets , 90 mg']","https://mozdocs.kiev.ua/likiview.php?id=14174","ALDІZEM","ALDIZEM®"
"C08GA02","['Amlodipine', 'Diuretics']","['Індапамід', 'Аамлодипін']","АРИФАМ® 1,5 МГ/5 МГ АРИФАМ® 1,5 МГ/10 МГ","ARIFAM® 1,5 MG/5 MG ARIFAM® 1,5 MG/10 MG","""Лабораторії Сервє Індастрі, Франція""","['таблетки з модифікованим вивільненням, по 1,5 мг/10 м  1,5 мг/5 мг']","['modified', 'release tablets, 1.5 mg / 10 g or 1.5 mg / 5 mg']","https://compendium.com.ua/info/220132/arifam‐sup‐sup‐1‐5‐mg‐10‐mg/","ARIFAM® 1,5 MG/5 MG ARIFAM® 1,5 MG/10 MG","ARIFAM® 1,5 MG/5 MG ARIFAM® 1,5 MG/10 MG"
"C09AA01","['Captopril']","['Каптоприл']","КАПТОПРИЛ","KAPTOPRIL","ПАТ ""Київмедпрепарат"", м. Київ, Україна","['таблетки по 25 мг']","['tablets 25 mg']","https://compendium.com.ua/info/14272/13660/","KAPTOPRIL","KAPTOPRIL"
"C09AA01","['Captopril']","['Каптоприл']","КАПТОПРИЛ","KAPTOPRIL","КРКА, д.д., Ново место, Словенія","['таблетки по 12,5 мг 25 мг 50 мг']","['tablets 12.5 mg 25 mg 50 mg']","https://compendium.com.ua/info/14272/13660/","KAPTOPRIL","KAPTOPRIL"
"C09AA01","['Captopril']","['Каптоприл']","КАПТОПРИЛ","KAPTOPRIL","ТОВ ""Тернофарм"", м. Тернопіль, Україна","['таблетки по 0,025 г']","['tablets 0.025 g']","https://compendium.com.ua/info/14272/13660/","KAPTOPRIL","KAPTOPRIL"
"C09AA01","['Captopril']","['Каптоприл']","КАПТОПРИЛ","KAPTOPRIL","ТОВ ""АСТРАФАРМ"", м.Вишневе, Києво‐ Святошинський р‐н, Україна","['таблетки по 25 мг']","['tablets 25 mg']","https://compendium.com.ua/info/14272/13660/","KAPTOPRIL","KAPTOPRIL"
"C09AA01","['Captopril']","['Каптоприл']","КАРДИПРИЛ 2,5; КАРДИПРИЛ 5; КАРДИПРИЛ 10;","CАRDIPRIL 2,5; CАRDIPRIL 5; CАRDIPRIL 10;","Фламінго Фармасьютикалс Лтд., Індія","['капсули по 10 мг 2,5 мг 20 мг 5 мг']","['capsules 10 mg 2.5 mg 20 mg 5 mg']","https://compendium.com.ua/info/14272/13660/","KARDIPRIL 2,5; KARDIPRIL 5; KARDIPRIL 10;","CАRDIPRIL 2,5; CАRDIPRIL 5; CАRDIPRIL 10;"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ","ENALAPRIL","ПАТ ""Хімфармзавод ""Червона зірка"", м. Харків, Україна ТОВ ""Фармацевтична компанія ""Здоров\я"", м. Харків, Україна","['таблетки по 10 мг']","['tablets 10 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL","ENALAPRIL"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ","ENALAPRIL","ПАТ ""Лубнифарм"", м. Лубни, Полтавська обл., Україна","['таблетки по 10 мг']","['tablets 10 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL","ENALAPRIL"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ","ENALAPRIL","ПАТ ""Київмедпрепарат"", м. Київ, Україна","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL","ENALAPRIL"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ","ENALAPRIL","ПАТ ""Лекхім‐ Харків"", Україна ТОВ Науково‐виробнича фірма ""МІКРОХІМ"", Україна","['таблетки по 0,01 г']","['0.01 g tablets']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL","ENALAPRIL"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ КРКА","ENALAPRIL KRKA","КРКА, д.д., Ново место, Словенія","['таблетки по 10 мг 2,5 мг 20 мг 5 мг']","['tablets 10 mg 2.5 mg 20 mg 5 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL KRKA","ENALAPRIL KRKA"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ‐ АСТРАФАРМ","ENALAPRIL‐ ASTRAPHARM","ТОВ ""АСТРАФАРМ"", м.Вишневе, Києво‐","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL‐ ASTRAFARM","ENALAPRIL‐ ASTRAPHARM"
"nan","['nan']","['nan']","nan","nan","Святошинський р‐н, Україна","['nan']","['nan']","https://compendium.com.ua/info/167552/98846/","nan","nan"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ‐ ДАРНИЦЯ","ENALAPRIL‐ DARNITSA","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки по 10 мг']","['10 mg tablets']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL‐ DARNITsJa","ENALAPRIL‐ DARNITSA"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ‐ ЗДОРОВ’Я","ENALAPRIL‐ ZDOROVYE","ТОВ ""Фармацевтична компанія ""Здоров\я"", Україна","['таблетки по 10 мг 20 мг 5 мг']","['tablets 10 mg 20 mg 5 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL‐ ZDOROV’Ja","ENALAPRIL‐ ZDOROVYE"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛАПРИЛ‐ТЕВА","ENALAPRIL‐TEVA","ТОВ Тева Оперейшнз Поланд, Польща","['таблетки по 20 мг 10 мг 5 мг 2,5 мг']","['tablets 20 mg 10 mg 5 mg 2.5 mg']","https://compendium.com.ua/info/167552/98846/","ENALAPRIL‐TEVA","ENALAPRIL‐TEVA"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАЛОЗИД® МОНО","ENALOZID® MONO","АТ ""Фармак"", Україна","['таблетки, по 5 мг 10 мг,']","['tablets, 5 mg 10 mg ,']","https://compendium.com.ua/info/167552/98846/","ENALOZID® MONO","ENALOZID® MONO"
"C09AA02","['Enalapril']","['Еналаприл']","ЕНАП®","ENAP®","КРКА, д.д., Ново место, Словенія","['таблетки по 10 мг 2,5 мг 20 мг 5 мг', 'розчин для інєкцій, 1,25 мг/1 мл по 1 мл в ампулі""']","['10 mg tablets 2.5 mg 20 mg 5 mg', 'solution for injection, 1.25 mg / 1 ml of 1 ml in an ampoule']","https://compendium.com.ua/info/13380/54615/https://compendium.com.ua/info/74557/55414/","ENAP®","ENAP®"
"C09AA02","['Enalapril']","['Еналаприл']","БЕРЛІПРИЛ® 5; БЕРЛІПРИЛ® 10; БЕРЛІПРИЛ® 20;","BERLIPRIL® 5; BERLIPRIL® 10; BERLIPRIL® 20 ;","Менаріні‐Фон Хейден ГмбХ, США Шарп Корпорація, США","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/12863/berlipril‐sup‐sup‐/","BERLІPRIL® 5; BERLІPRIL® 10; BERLІPRIL® 20;","BERLIPRIL® 5; BERLIPRIL® 10; BERLIPRIL® 20 ;"
"C09AA02","['Enalapril']","['Еналаприл']","РЕНІТЕК®","RENITEC®","Мерк Шарп і Доум Б.В., Нідерланди","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/12863/berlipril‐sup‐sup‐/","RENІTEK®","RENITEC®"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛІЗИНОПРИЛ","LISINOPRIL","ТОВ ""АСТРАФАРМ"", м.Вишневе, Києво‐ Святошинський р‐н, Українаг","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","LІZINOPRIL","LISINOPRIL"
"C09AA03","['Lisinopril']","['Лізиноприл']","АУРОЛАЙЗА","AUROLIZA","Ауробіндо Фарма Лімітед ‐ Юніт ІІІ, Індія","['таблетки по 5 мг 10 мг 20 мг']","['tablets 5 mg 10 mg 20 mg']","https://compendium.com.ua/info/171500/826418/","AUROLAJZA","AUROLIZA"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ДАПРИЛ","DAPRIL","Медокемі ЛТД, Кіпр","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","DAPRIL","DAPRIL"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ДИРОТОН®","DIROTON®","ВАТ ""Гедеон Ріхтер"", Угорщина","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","DIROTON®","DIROTON®"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛІЗИ САНДОЗ®","LISI SANDOZ®","Салютас Фарма ГмбХ, Німеччина","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","LІZI SANDOZ®","LISI SANDOZ®"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛІЗИНОПРИЛ‐ТЕВА","LISINOPRIL‐TEVA","АТ Фармацевтичний завод ТЕВА, Угорщина","['таблетки по 20 мг 10 мг 5 мг 2,5 мг']","['tablets 20 mg 10 mg 5 mg 2.5 mg']","https://compendium.com.ua/info/171500/826418/","LІZINOPRIL‐TEVA","LISINOPRIL‐TEVA"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛІЗИНОПРИЛ‐ТЕВА","LISINOPRIL‐TEVA","Меркле ГмбХ, Німеччина","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","LІZINOPRIL‐TEVA","LISINOPRIL‐TEVA"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛІНОТОР®","LINOTO","Фарма Інтернешенал Компані Йорданія.","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","LІNOTOR®","LINOTO"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛІПРИЛ","LIPRIL","ПАТ ""Науково‐ виробничий центр ""Борщагівський хіміко‐ фармацевтичний завод"", Україна","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","LІPRIL","LIPRIL"
"C09AA03","['Lisinopril']","['Лізиноприл;']","ЛОПРИЛ БОСНАЛЕК®","LOPRIL BOSNALIJEK®","Босналек д.д., Боснія і Герцеговина","['таблетки по 20 мг 10 мг 5 мг']","['tablets 20 mg 10 mg 5 mg']","https://compendium.com.ua/info/171500/826418/","LOPRIL BOSNALEK®","LOPRIL BOSNALIJEK®"
"C09AA03","['Lisinopril']","['Лізиноприл']","СКОПРИЛ®","SKOPRYL®","АЛКАЛОЇД АД Скоп’є, Республіка Північна Македонія","['таблетки по 10 мг 20 мг']","['tablets 10 mg 20 mg']","https://compendium.com.ua/info/171500/826418/","SKOPRIL®","SKOPRYL®"
"C09AA04","['Perindopril']","['Периндоприл']","ПЕРИНДОПРИЛ‐ ДАРНИЦЯ","PERINDOPRIL‐ DARNITSA","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки по 4 мг 8 мг']","['tablets 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PERINDOPRIL‐ DARNITsJa","PERINDOPRIL‐ DARNITSA"
"C09AA04","['Perindopril']","['Периндоприл']","АЛІТЕР","ALITER","ТОВ НВФ ""МІКРОХІМ""","['таблетки по 8 мг 4 мг']","['tablets 8 mg each  4 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","ALІTER","ALITER"
"C09AA04","['Perindopril']","['Периндоприл']","ЕРУПНІЛ","ERUPNIL","Гленмарк Фармасьютикалз ЛТД., Індія","['таблетки по 2 мг 4 мг 8 мг']","['tablets 2 mg 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","ERUPNІL","ERUPNIL"
"C09AA04","['Perindopril']","['Периндоприл']","ПЕРИНДОПРИЛ KРKA","PERINDOPRIL KRKA","КРКА, д.д., Ново место, Словенія","['таблетки по 4 мг 8 мг']","['tablets 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PERINDOPRIL KRKA","PERINDOPRIL KRKA"
"C09AA04","['Perindopril']","['Периндоприл']","ПЕРИНДОПРИЛ‐ ТЕВА","PERINDOPRIL‐TEVA","АТ Фармацевтичний завод ТЕВА, Угорщина","['таблетки по 10 мг 5 мг2,5 мг']","['tablets 10 mg 5 mg 2.5 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PERINDOPRIL‐ TEVA","PERINDOPRIL‐TEVA"
"C09AA04","['Perindopril']","['Периндоприл']","ПЕРІНДОПРЕС®","PERINDOPRES","ПрАТ ""Фармацевтична фірма ""Дарниця"", Україна","['таблетки по 4 мг 8 мг']","['4 mg tablets 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PERІNDOPRES®","PERINDOPRES"
"C09AA04","['Perindopril']","['Периндоприл']","ПРЕНЕЛІЯ®","PRENELIA","ПАТ ""Київмедпрепарат"", м. Київ, Україна","['таблетки по 4 мг 8 мг']","['4 mg tablets 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PRENELІJa®","PRENELIA"
"C09AA04","['Perindopril']","['Периндоприл']","ПРЕНЕСА®","PRENESSA®","КРКА, д.д., Ново место, Словенія","['таблетки по 8 мг']","['tablets 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PRENESA®","PRENESSA®"
"C09AA04","['Perindopril']","['Периндоприл']","ПРЕНЕСА® ОРО ТАБ","PRENESSA® ORO TAB®","КРКА, д.д., Ново место, Словенія","['таблетки по 4 мг 8 мг']","['tablets 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PRENESA® ORO TAB","PRENESSA® ORO TAB®"
"C09AA04","['Perindopril']","['Периндоприл']","ПРЕСТАРIУМ® 2,5 МГ; ПРЕСТАРIУМ® 4 МГ;","PRESTARIUM® 2,5 MG; PRESTARIUM® 4 MG;","""Лабораторії Сервє Індастрі, Франція""","['таблетки по 10 мг 2,5 мг 5 мг 4 мг 8 мг']","['tablets 10 mg: 2.5 mg 5 mg 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PRESTARIUM® 2,5 MG; PRESTARIUM® 4 MG;","PRESTARIUM® 2,5 MG; PRESTARIUM® 4 MG;"
"nan","['nan']","['nan']","ПРЕСТАРIУМ® 8 МГ; ПРЕСТАРIУМ® 5 МГ; ПРЕСТАРIУМ® 10 МГ;","PRESTARIUM® 8 MG; PRESTARIUM® 5 MG;  PRESTARIUM® 10 MG;","nan","['nan']","['nan']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PRESTARIUM® 8 MG; PRESTARIUM® 5 MG; PRESTARIUM® 10 MG;","PRESTARIUM® 8 MG; PRESTARIUM® 5 MG;  PRESTARIUM® 10 MG;"
"C09AA04","['Perindopril']","['Периндоприл']","ПРОМЕПРИЛ®","PROMEPRIL®","ПРО.МЕД.ЦС Прага а.с. Чеська Республіка","['таблетки по 4 мг 8 мг']","['tablets 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","PROMEPRIL®","PROMEPRIL®"
"C09AA04","['Perindopril']","['Периндоприл']","ХІТЕН","HITEN","Ауробіндо Фарма Лімітед, Індія","['таблетки по 4 мг 8 мг']","['tablets 4 mg 8 mg']","https://compendium.com.ua/info/401577/perindopril‐darnitsa/","HІTEN","HITEN"
"C09AA05","['Ramipril']","['Раміприл']","РАМІПРИЛ‐ТЕВА","RAMIPRIL‐TEVA","Меркле ГмбХ","['таблетки по 2,5 мг 5 мг 10 мг']","['tablets 2.5 mg 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","RAMІPRIL‐TEVA","RAMIPRIL‐TEVA"
"C09AA05","['Ramipril']","['Раміприл']","АНГІРАМ","ANGIRAM","Ауробіндо Фарма Лімітед, Індія","['таблетки по 10 мг 5 мг 2,5 мг']","['tablets 10 mg 5 mg 2.5 mg']","https://compendium.com.ua/info/325748/ramipril/","ANGІRAM","ANGIRAM"
"C09AA05","['Ramipril']","['Раміприл']","АМПРИЛ®","AMIPRIL","КРКА, д.д., Ново место, Словенія","['таблетки по 1,25 мг 2,5 мг 5 мг 10 мг']","['tablets 1.25 mg 2.5 mg 5 mg 10 mg']","https://compendium.com.ua/info/325748/ramipril/","AMPRIL®","AMIPRIL"
