"id","label_uk","label_ru","label_fr","label_en","alias_list_uk","alias_list_ru","alias_list_fr","alias_list_en","chembl_id","chebi_id","atc_code","rxnorm","ukwiki_sitelink","frwiki_sitelink","ruwiki_sitelink","enwiki_sitelink","tallman_name"
"Q48828858","","","","dermarest dricort","[]","[]","[]","[]","","","","216481","","","","",""
"Q48828866","","","","dilacor","[]","[]","[]","[]","","","","831221","","","","",""
"Q48828920","","","","psorcon","[]","[]","[]","[]","","","","219507","","","","",""
"Q48828950","","","","pitressin","[]","[]","[]","[]","","","","202420","","","","",""
"Q48828990","","","","cleartime indoor & outdoor allergies","[]","[]","[]","[]","","","","1650989","","","","",""
"Q48829004","","","","drotic","[]","[]","[]","[]","","","","216754","","","","",""
"Q48829008","","","","korlym","[]","[]","[]","[]","","","","1245263","","","","",""
"Q48829037","","","","meloxidyl","[]","[]","[]","[]","","","","1439977","","","","",""
"Q48829094","","","","polocaine","[]","[]","[]","[]","","","","684878","","","","",""
"Q48829100","","","","questran","[]","[]","[]","[]","","","","202582","","","","",""
"Q48829267","","","","lioresal","[]","[]","[]","[]","","","","202996","","","","",""
"Q7597226","","","","carbidopa / levodopa / entacapone","[]","[]","[]","['levodopa / carbidopa / entacapone', 'corbilta (previously levodopa/carbidopa/entacapone sandoz)']","","","","404786","","","","https://en.wikipedia.org/wiki/Carbidopa/levodopa/entacapone",""
"Q7700570","","","","atenolol/chlorthalidone","[]","[]","[]","['atenolol / chlorthalidone', 'tenoretic', 'co-tenidone']","","","","151195","","","","https://en.wikipedia.org/wiki/Atenolol/chlorthalidone",""
"Q7907692","","","","vzv immune globulin","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/VZV_immune_globulin",""
"Q7934848","","","","virodene","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Virodene",""
"Q9207471","","","","dihydroergotoxine","[]","[]","[]","[]","","","","","","","","",""
"Q9358614","","","","thyroid extract","[]","[]","[]","['desiccated thyroid', 'thyroid']","","","","","","","","",""
"Q10405096","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q10475413","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q10617718","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q11832689","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q11924364","","","","","[]","[]","[]","[]","","","","","","","","",""
"Q14513069","","","","vaseline cetomacrogol cream","[]","[]","[]","[]","","","","","","","","",""
"Q16988711","","","","coricidin","[]","[]","[]","['coricidinhbp']","","","","","","","","https://en.wikipedia.org/wiki/Coricidin",""
"Q17074740","","","","erythromycin/sulfafurazole","[]","[]","[]","[]","","","","","","","","https://en.wikipedia.org/wiki/Erythromycin/sulfafurazole",""
"Q17148614","","","","actoplus met","[]","[]","[]","['metformin hydrochloride / pioglitazone hydrochloride', 'piomet', 'politor']","","","","602411","","","","",""
"Q17233092","","","","respiratory quinolone","[]","[]","[]","[]","","","","","","","","",""
"Q18393148","","панацея суэйма","","swaim's panacea","[]","[]","[]","[]","","","","","","","https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B0%D1%86%D0%B5%D1%8F_%D0%A1%D1%83%D1%8D%D0%B9%D0%BC%D0%B0","https://en.wikipedia.org/wiki/Swaim%27s_Panacea",""
"Q19864811","","","","empagliflozin/linagliptin","[]","[]","[]","['empagliflozin / linagliptin']","","","A10BD19","1598392","","","","https://en.wikipedia.org/wiki/Empagliflozin/linagliptin",""
"Q20521475","","","","azole antimycotic","[]","[]","[]","['azole antifungal']","","","","","","","","",""
"Q20973563","","цефтазидим/авибактам","","ceftazidime/avibactam","[]","[]","[]","['avycaz', 'ceftazidime / avibactam']","","","J01DD52","1603839","","","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D1%84%D1%82%D0%B0%D0%B7%D0%B8%D0%B4%D0%B8%D0%BC/%D0%90%D0%B2%D0%B8%D0%B1%D0%B0%D0%BA%D1%82%D0%B0%D0%BC","https://en.wikipedia.org/wiki/Ceftazidime/avibactam",""
"Q21011237","","","","pentastarch","[]","[]","[]","['pentaspan', 'asl-607']","CHEMBL2108122","","","","","","","https://en.wikipedia.org/wiki/Pentastarch",""
"Q21702630","","сальсолин","","salsolinum","[]","[]","[]","[]","","","","","","","","",""
"Q22668726","ліпегфілграстим","","lipegfilgrastim","lipegfilgrastim","[]","[]","[]","['xm22', 'xm-22', 'lipegfilgrastimum', 'lipegfilgrastim']","","","L03AA14","1440046","https://uk.wikipedia.org/wiki/%D0%9B%D1%96%D0%BF%D0%B5%D0%B3%D1%84%D1%96%D0%BB%D0%B3%D1%80%D0%B0%D1%81%D1%82%D0%B8%D0%BC","","","https://en.wikipedia.org/wiki/Lipegfilgrastim",""
"Q24894808","","","","liraglutide/insulin degludek","[]","[]","[]","['insulin degludec / liraglutide']","","","A10AE56","","","","","https://en.wikipedia.org/wiki/Insulin_degludec/liraglutide",""
"Q25048068","","","","buprenorphine/naloxone","[]","[]","[]","['buprenorphine / naloxone', 'buprenorphine, naloxone drug combination', 'buprenorphine mixture with naloxone']","","","","352364","","","","https://en.wikipedia.org/wiki/Buprenorphine/naloxone",""
"Q25104603","","","","rindopepimut","[]","[]","[]","['cdx-110']","","","","","","","","https://en.wikipedia.org/wiki/Rindopepimut",""
"Q25111469","","","","ieramilimab","[]","[]","[]","['lag525']","","","","","","","","https://en.wikipedia.org/wiki/Ieramilimab",""
"Q28163580","допамін (лікарський засіб)","","","dopamine","[]","[]","[]","['intropin', 'dopastat', 'revimine']","","","","","https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D0%BF%D0%B0%D0%BC%D1%96%D0%BD_(%D0%BB%D1%96%D0%BA%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%B7%D0%B0%D1%81%D1%96%D0%B1)","","","https://en.wikipedia.org/wiki/Dopamine_(medication)",""
"Q28852345","","","","autologous cultured chondrocytes","[]","[]","[]","['carticel', 'characterised viable autologous cartilage cells expanded ex vivo expressing specific marker proteins']","","","M09AX02","1000589","","","","",""
"Q28852434","","","facteur ix de coagulation humain","coagulation factor ix recombinant human","[]","[]","[]","['nonacog alfa', 'factor ix,recombinant', 'recombinant factor ix', 'coagulation factor ix (recombinant)', 'nonacogum alfa']","","","B02BD09","1300488","","","","",""
"Q28856135","","","","dapagliflozin / metformin","[]","[]","[]","['dapagliflozin / metformin']","","","A10BD15","1486436","","","","",""
"Q28856155","","","eftrénonacog alfa","eftrenonacog alfa","[]","[]","[]","['coagulation factor ix recombinant immunoglubulin g1 fusion protein']","","","","1535944","","","","",""
"Q28859529","","","","memantine / donepezil","[]","[]","[]","['donepezil / memantine']","","","N06DA52","1430990","","","","",""
"Q28859576","","","","ketorolac / phenylephrine","[]","[]","[]","[]","","","S01FB51","1540229","","","","",""
"Q28859617","","","","laropiprant / nicotinic acid","[]","[]","[]","[]","","","","","","","","",""
"Q28859623","","","","emtricitabine / tenofovir alafenamide","[]","[]","[]","[]","","","J05AR17","1727491","","","","",""
"Q28859636","","","","alogliptin/pioglitazone","[]","[]","[]","[]","","","A10BD09","1368402","","","","",""
"Q28859658","","","","insulin aspart / insulin degludec","[]","[]","[]","[]","","","","","","","","",""
"Q30314129","","","","rovalpituzumab tesirine","[]","[]","[]","['rova-t']","","","","","","","","https://en.wikipedia.org/wiki/Rovalpituzumab_tesirine",""
"Q30315101","ценегермін","ценегермин","cénégermine","cenegermin","[]","[]","[]","[]","","","S01XA24","","","","https://ru.wikipedia.org/wiki/%D0%A6%D0%B5%D0%BD%D0%B5%D0%B3%D0%B5%D1%80%D0%BC%D0%B8%D0%BD","https://en.wikipedia.org/wiki/Cenegermin",""
"Q31686490","","","androstanolone","androstanolone","[]","[]","[]","['stanolone', 'dihydrotestosterone', 'dht', 'andractim']","","","G03BB02","","","","","https://en.wikipedia.org/wiki/Androstanolone",""
"Q48561428","","","","eprosartan / hydrochlorothiazide","[]","[]","[]","[]","","","","352375","","","","",""
"Q48563715","","","","metformin / pioglitazone","[]","[]","[]","[]","","","A10BD05","607999","","","","https://en.wikipedia.org/wiki/Pioglitazone/metformin",""
"Q48566651","","","","ciprofloxacin/dexamethasone","[]","[]","[]","['ciprodex']","","","","465397","","","","https://en.wikipedia.org/wiki/Ciprofloxacin/dexamethasone",""
"Q48566680","","","","olodaterol / tiotropium","[]","[]","[]","[]","","90958","","1658460","","","","",""
"Q48566714","","","","canagliflozin / metformin","[]","[]","[]","[]","","","","1545149","","","","",""
"Q48566759","","","","benazepril / hydrochlorothiazide","[]","[]","[]","[]","","","","214287","","","","",""
"Q48566762","","","","allopurinol / lesinurad","[]","[]","[]","[]","","","","1944778","","","","",""
"Q48566769","","","","guaifenesin / pseudoephedrine","[]","[]","[]","[]","","","","214599","","","","",""
"Q48566794","","","","levothyroxine / liothyronine","[]","[]","[]","[]","","","","465675","","","","",""
"Q48566796","","","","fluocinolone / neomycin","[]","[]","[]","[]","","","","687351","","","","",""
"Q48566800","","","","loteprednol etabonate / tobramycin","[]","[]","[]","[]","","","","1009142","","","","",""
"Q48566811","","","","chlorthalidone / clonidine","[]","[]","[]","[]","","","","214418","","","","",""
"Q48566831","","","","cetirizine / pseudoephedrine","[]","[]","[]","[]","","","","352367","","","","",""
"Q55630367","","","prasterone","prasterone","[]","[]","[]","['dehydroepiandrosterone']","","","G03XX01","","","","","https://en.wikipedia.org/wiki/Prasterone",""
"Q65274085","","","","flurexil","[]","[]","[]","[]","","","","","","","","",""
"Q84162691","ацемін","","","","[]","[]","[]","[]","","","","","","","","",""
"Q84573223","","","shampooing médicamenteux","medicated shampoos","[]","[]","[]","[]","","","D11AC","","","","","",""
"Q84808085","","","cicatrisant","cicatrizant","[]","[]","[]","[]","","","D03A","","","","","",""
"Q85874692","","","","sodium oligomannate","[]","[]","[]","['gv-971', 'gv971']","","","","","","","","https://en.wikipedia.org/wiki/Sodium_oligomannate",""
"Q96122824","","","","polyplatillen","[]","[]","[]","[]","","81550","L01XA05","","","","","",""
"Q96372890","","","","azficel-t","[]","[]","[]","['laviv']","","","","","","","","https://en.wikipedia.org/wiki/Azficel-T",""
"Q100420279","","","","odesivimab","[]","[]","[]","['immunoglobulin g1, anti-(zaire ebolavirus glycoprotein) (human monoclonal regn3471 gamma1-chain), disulfide with human monoclonal regn3471 kappa-chain, dimer']","","","","","","","","https://en.wikipedia.org/wiki/Odesivimab",""
"Q100692768","","","","lumasiran","[]","[]","[]","['aln-go1']","","","A16AX18","","","","","https://en.wikipedia.org/wiki/Lumasiran",""
"Q106427970","","","","inclisiran sodium","[]","[]","[]","[]","","","","","","","","",""
"Q106634584","","","","amilomotide","[]","[]","[]","['cad106']","","","","","","","","",""
"Q107401578","","","","chadv68-s-tce","[]","[]","[]","[]","","","","","","","","",""
"Q107401592","","","","pul-042","[]","[]","[]","[]","","","","","","","","",""
"Q107401612","","","","nt-i7","[]","[]","[]","[]","","","","","","","","",""
"Q110392429","","","","ecogramostim","[]","[]","[]","[]","","","","","","","","",""
"Q110931681","бебтеловімаб","","","bebtelovimab","[]","[]","[]","['ly-cov1404', 'ly3853113']","","","","","https://uk.wikipedia.org/wiki/%D0%91%D0%B5%D0%B1%D1%82%D0%B5%D0%BB%D0%BE%D0%B2%D1%96%D0%BC%D0%B0%D0%B1","","","https://en.wikipedia.org/wiki/Bebtelovimab",""
"Q112620160","","","","vutrisiran","[]","[]","[]","['amvuttra', 'aln-65492']","","","","","","","","https://en.wikipedia.org/wiki/Vutrisiran",""
"Q113624053","","","","alkali citrate","[]","[]","[]","['alkali citrates', 'alkaline citrate']","","","","","","","","https://en.wikipedia.org/wiki/Alkali_citrate",""
"Q29006658","","","","vistide","[]","[]","[]","[]","","","","83170","","","","",""
"Q29006673","","","","vylaer spiromax","[]","[]","[]","[]","","","","","","","","",""
"Q29006682","","","","xapit","[]","[]","[]","[]","","","","","","","","",""
"Q29006702","","","","xydalba","[]","[]","[]","[]","","","","","","","","",""
"Q29006701","","","","xultophy","[]","[]","[]","[]","","","","1860168","","","","",""
"Q29006715","","","","zalviso","[]","[]","[]","[]","","","","","","","","",""
"Q29006718","","","","zarzio","[]","[]","[]","[]","","","","","","","","",""
"Q29006728","","","","zelboraf","[]","[]","[]","[]","","","","1147224","","","","",""
"Q29006734","","","","zerit","[]","[]","[]","[]","","","","203748","","","","",""
"Q29006737","","","","zimulti","[]","[]","[]","[]","","","","","","","","",""
"Q29006743","","","","zoledronic acid hospira","[]","[]","[]","[]","","","","","","","","",""
"Q40229599","","","","tachipirina","[]","[]","[]","[]","","","","","","","","",""
"Q47520844","","","","campral","[]","[]","[]","[]","","","","602959","","","","",""
"Q47520886","","","","adrenalin","[]","[]","[]","[]","","","","1490053","","","","",""
"Q47520885","","","","adoxa","[]","[]","[]","[]","","","","353445","","","","",""
"Q47520959","","","","acticlate","[]","[]","[]","[]","","","","1543946","","","","",""
"Q47520961","","","","acular","[]","[]","[]","[]","","","","152819","","","","",""
"Q47520985","","","","aggrenox","[]","[]","[]","[]","","","","226718","","","","",""
"Q47520995","","","","alecensa","[]","[]","[]","[]","","","","1727480","","","","",""
"Q47521033","","","","aminosyn 10%, sulfite-free","[]","[]","[]","[]","","","","830652","","","","",""
"Q47521042","","","","amphadase","[]","[]","[]","[]","","","","542922","","","","",""
"Q47521047","","","","anafranil","[]","[]","[]","[]","","","","756","","","","",""
"Q47521051","","","","androderm","[]","[]","[]","[]","","","","215283","","","","",""
"Q47521049","","","","anaprox","[]","[]","[]","[]","","","","202399","","","","",""
"Q47521179","","","","apriso","[]","[]","[]","[]","","","","825131","","","","",""
"Q47521187","","","","arimidex","[]","[]","[]","[]","","","","262485","","","","",""
"Q47521216","","","","avalide","[]","[]","[]","[]","","","","261454","","","","",""
"Q47521227","","","","azasan","[]","[]","[]","[]","","","","404872","","","","",""
"Q47521235","","","","bactroban","[]","[]","[]","[]","","","","227591","","","","",""
"Q47521239","","","","baycadron","[]","[]","[]","[]","","","","855602","","","","",""
"Q47521236","","","","bal in oil","[]","[]","[]","[]","","","","215527","","","","",""
"Q47521237","","","","banzel","[]","[]","[]","[]","","","","824296","","","","",""
"Q47521240","","","","beconase","[]","[]","[]","[]","","","","151414","","","","",""
"Q47521241","","","","belbuca","[]","[]","[]","[]","","","","1716058","","","","",""
"Q47521261","","","","betoptic s","[]","[]","[]","[]","","","","215673","","","","",""
"Q47521266","","","","bidil","[]","[]","[]","[]","","","","303838","","","","",""
"Q47521274","","","","brevibloc","[]","[]","[]","[]","","","","151448","","","","",""
"Q47521279","","","","bromsite","[]","[]","[]","[]","","","","1790142","","","","",""
"Q47521283","","","","pulmicort","[]","[]","[]","[]","","","","196487","","","","",""
"Q47521280","","","","brovana","[]","[]","[]","[]","","","","669390","","","","",""
"Q47521287","","","","buphenyl","[]","[]","[]","[]","","","","215778","","","","",""
"Q47521291","","","","wellbutrin","[]","[]","[]","[]","","","","42568","","","","https://en.wikipedia.org/wiki/Wellbutrin",""
"Q47521298","","","","bystolic","[]","[]","[]","[]","","","","751613","","","","",""
"Q47521302","","","","cafcit","[]","[]","[]","[]","","","","261469","","","","",""
"Q47521303","","","","calan","[]","[]","[]","[]","","","","203490","","","","",""
"Q47521304","","","","calcitrene","[]","[]","[]","[]","","","","1013633","","","","",""
"Q47521313","","","","carac","[]","[]","[]","[]","","","","285133","","","","",""
"Q47521317","","","","lodosyn","[]","[]","[]","[]","","","","203437","","","","",""
"Q47521322","","","","carnexiv","[]","[]","[]","[]","","","","1813509","","","","",""
"Q47521335","","","","celexa","[]","[]","[]","[]","","","","215928","","","","",""
"Q47521343","","","","cetraxal","[]","[]","[]","[]","","","","848957","","","","",""
"Q47521344","","","","cetylev","[]","[]","[]","[]","","","","1796066","","","","",""
"Q47521350","","","","limbitrol","[]","[]","[]","[]","","","","28727","","","","",""
"Q47521356","","","","nimbex","[]","[]","[]","[]","","","","136560","","","","",""
"Q47521362","","","","clenpiq","[]","[]","[]","[]","","","","1991504","","","","",""
"Q47521361","","","","biaxin","[]","[]","[]","[]","","","","203729","","","","",""
"Q47521373","","","","temovate","[]","[]","[]","[]","","","","114398","","","","",""
"Q47521385","","","","coartem","[]","[]","[]","[]","","","","718834","","","","",""
"Q47521390","","","","coly mycin s","[]","[]","[]","[]","","","","216160","","","","",""
"Q47521388","","","","colestid","[]","[]","[]","[]","","","","151533","","","","",""
"Q47521406","","","","cortef","[]","[]","[]","[]","","","","202645","","","","",""
"Q47521408","","","","cortifoam","[]","[]","[]","[]","","","","92265","","","","",""
"Q47521412","","","","cosmegen","[]","[]","[]","[]","","","","203599","","","","",""
"Q47521426","","","","fexmid","[]","[]","[]","[]","","","","705009","","","","",""
"Q47521435","","","","dalvance","[]","[]","[]","[]","","","","1539244","","","","",""
"Q47521433","","","","cytovene","[]","[]","[]","[]","","","","203743","","","","",""
"Q47521439","","","","darvon-n","[]","[]","[]","[]","","","","92328","","","","",""
"Q47521437","","","","daraprim","[]","[]","[]","[]","","","","151583","","","","",""
"Q47521441","","","","ddavp","[]","[]","[]","[]","","","","203658","","","","",""
"Q47521450","","","","denavir","[]","[]","[]","[]","","","","216450","","","","",""
"Q47521452","","","","depakene","[]","[]","[]","[]","","","","203245","","","","",""
"Q47521467","","","","detrol","[]","[]","[]","[]","","","","216511","","","","",""
"Q47521465","","","","pristiq","[]","[]","[]","[]","","","","711372","","","","",""
"Q47521469","","","","dexilant","[]","[]","[]","[]","","","","902621","","","","",""
"Q47521486","","","","dilatrate","[]","[]","[]","[]","","","","202677","","","","",""
"Q47521487","","","","tiadylt","[]","[]","[]","[]","","","","1988303","","","","",""
"Q47521485","","","","dilantin","[]","[]","[]","[]","","","","202740","","","","",""
"Q47521495","","","","divigel","[]","[]","[]","[]","","","","722259","","","","",""
"Q47521496","","","","dopram","[]","[]","[]","[]","","","","202987","","","","",""
"Q47521497","","","","doral","[]","[]","[]","[]","","","","216726","","","","",""
"Q47521507","","","","duavee","[]","[]","[]","[]","","","","1441735","","","","",""
"Q47521513","","","","duramorph","[]","[]","[]","[]","","","","203355","","","","",""
"Q47521531","","","","effient","[]","[]","[]","[]","","","","855813","","","","",""
"Q47521534","","","","elepsia","[]","[]","[]","[]","","","","1605363","","","","",""
"Q47521532","","","","elavil","[]","[]","[]","[]","","","","42940","","","","",""
"Q47521537","","","","elidel","[]","[]","[]","[]","","","","306865","","","","",""
"Q47521569","","","","nexium","[]","[]","[]","[]","","","","284799","","","","",""
"Q47521574","","","","myambutol","[]","[]","[]","[]","","","","7122","","","","",""
"Q47521579","","","","eurax","[]","[]","[]","[]","","","","202842","","","","",""
"Q47521581","","","","evekeo","[]","[]","[]","[]","","","","1600688","","","","",""
"Q47521606","","","","feraheme","[]","[]","[]","[]","","","","854775","","","","",""
"Q47521613","","","","naprosyn","[]","[]","[]","[]","","","","203012","","","","",""
"Q47521630","","","","forteo","[]","[]","[]","[]","","","","352657","","","","",""
"Q47521636","","","","freamine 6.9","[]","[]","[]","[]","","","","800859","","","","",""
"Q47521656","","","","glucophage","[]","[]","[]","[]","","","","151827","","","","",""
"Q47521669","","","","gralise","[]","[]","[]","[]","","","","1087976","","","","",""
"Q47521673","","","","gynazole-1","[]","[]","[]","[]","","","","261534","","","","",""
"Q47521683","","","","hiprex","[]","[]","[]","[]","","","","151856","","","","",""
"Q47521688","","","","hycet","[]","[]","[]","[]","","","","542941","","","","",""
"Q47521737","","","","kayexalate","[]","[]","[]","[]","","","","51670","","","","",""
"Q47521563","","","","eryped","[]","[]","[]","[]","","","","203253","","","","",""
"Q47521564","","","","ery-tab","[]","[]","[]","[]","","","","202609","","","","",""
"Q47521573","","","","estrogel","[]","[]","[]","[]","","","","405052","","","","",""
"Q47521580","","","","evamist","[]","[]","[]","[]","","","","728119","","","","",""
"Q47521584","","","","evzio","[]","[]","[]","[]","","","","1495294","","","","",""
"Q47521600","","","","femring","[]","[]","[]","[]","","","","405070","","","","",""
"Q47521601","","","","trilipix","[]","[]","[]","[]","","","","828374","","","","",""
"Q47521610","","","","finacea","[]","[]","[]","[]","","","","352645","","","","",""
"Q47521616","","","","flo-pred","[]","[]","[]","[]","","","","792207","","","","",""
"Q47521622","","","","prozac","[]","[]","[]","[]","","","","58827","","","","",""
"Q47521623","","","","sarafem","[]","[]","[]","[]","","","","639464","","","","",""
"Q47521634","","","","fosrenol","[]","[]","[]","[]","","","","356761","","","","",""
"Q47521637","","","","freamine iii 10","[]","[]","[]","[]","","","","1014428","","","","",""
"Q47521646","","","","gelnique","[]","[]","[]","[]","","","","831887","","","","",""
"Q47521668","","","","tagamet","[]","[]","[]","[]","","","","152402","","","","",""
"Q47521691","","","","xodol","[]","[]","[]","[]","","","","540447","","","","",""
"Q47521696","","","","tussionex","[]","[]","[]","[]","","","","544165","","","","",""
"Q47521703","","","","idamycin","[]","[]","[]","[]","","","","224952","","","","",""
"Q47521701","","","","hyzaar","[]","[]","[]","[]","","","","217681","","","","",""
"Q47521711","","","","infasurf","[]","[]","[]","[]","","","","232538","","","","",""
"Q47521728","","","","sporanox","[]","[]","[]","[]","","","","202826","","","","",""
"Q47521732","","","","jinteli","[]","[]","[]","[]","","","","1090993","","","","",""
"Q47521747","","","","kristalose","[]","[]","[]","[]","","","","217928","","","","",""
"Q47521750","","","","trandate","[]","[]","[]","[]","","","","152440","","","","",""
"Q47521753","","","","lamictal","[]","[]","[]","[]","","","","196502","","","","",""
"Q47521758","","","","lazanda","[]","[]","[]","[]","","","","1115547","","","","",""
"Q47521756","","","","lastacaft","[]","[]","[]","[]","","","","1000086","","","","",""
"Q47521770","","","","lincocin","[]","[]","[]","[]","","","","287531","","","","",""
"Q47521773","","","","zestril","[]","[]","[]","[]","","","","196472","","","","",""
"Q47521800","","","","macrobid","[]","[]","[]","[]","","","","152001","","","","",""
"Q47521807","","","","mavyret","[]","[]","[]","['mavyret pill']","","","","1940704","","","","",""
"Q47521804","","","","marplan","[]","[]","[]","[]","","","","152005","","","","",""
"Q47521811","","","","namenda","[]","[]","[]","[]","","","","405206","","","","",""
"Q47521819","","","","metadate","[]","[]","[]","[]","","","","594111","","","","",""
"Q47521824","","","","pamine","[]","[]","[]","[]","","","","219055","","","","",""
"Q47521840","","","","mirapex","[]","[]","[]","[]","","","","218402","","","","",""
"Q47521854","","","","muse","[]","[]","[]","[]","","","","844227","","","","",""
"Q47521867","","","","nardil","[]","[]","[]","[]","","","","203799","","","","",""
"Q47521864","","","","naftin","[]","[]","[]","[]","","","","218564","","","","",""
"Q47521870","","","","nascobal","[]","[]","[]","[]","","","","262128","","","","",""
"Q47521868","","","","naropin","[]","[]","[]","[]","","","","134802","","","","",""
"Q47521877","","","","nembutal","[]","[]","[]","[]","","","","204354","","","","",""
"Q47521886","","","","nephramine","[]","[]","[]","[]","","","","218688","","","","",""
"Q47521887","","","","neptazane","[]","[]","[]","[]","","","","218699","","","","",""
"Q47521890","","","","nesina","[]","[]","[]","[]","","","","1368007","","","","",""
"Q47521900","","","","nitromist","[]","[]","[]","[]","","","","705130","","","","",""
"Q47521901","","","","nitropress","[]","[]","[]","[]","","","","218753","","","","",""
"Q47521906","","","","noritate","[]","[]","[]","[]","","","","218778","","","","",""
"Q47521905","","","","norditropin","[]","[]","[]","[]","","","","202829","","","","",""
"Q47521908","","","","normosol-m","[]","[]","[]","[]","","","","801006","","","","",""
"Q47521915","","","","novolog mix","[]","[]","[]","[]","","","","1372741","","","","",""
"Q47521912","","","","northera","[]","[]","[]","[]","","","","1490027","","","","",""
"Q47521932","","","","omnaris","[]","[]","[]","[]","","","","683073","","","","",""
"Q47521938","","","","oracea","[]","[]","[]","[]","","","","643822","","","","",""
"Q47521941","","","","orapred","[]","[]","[]","[]","","","","285077","","","","",""
"Q47521944","","","","orenitram","[]","[]","[]","[]","","","","1485753","","","","",""
"Q47521950","","","","ovide","[]","[]","[]","[]","","","","261602","","","","",""
"Q47521964","","","","paremyd","[]","[]","[]","[]","","","","219111","","","","",""
"Q47521968","","","","pataday","[]","[]","[]","[]","","","","686434","","","","",""
"Q47521986","","","","phenergan","[]","[]","[]","[]","","","","152218","","","","",""
"Q47522004","","","","pomalyst","[]","[]","[]","[]","","","","1369719","","","","",""
"Q47522017","","","","prestalia","[]","[]","[]","[]","","","","1600717","","","","",""
"Q47522032","","","","proctofoam-hc","[]","[]","[]","[]","","","","34552","","","","",""
"Q47522038","","","","propecia","[]","[]","[]","[]","","","","219462","","","","",""
"Q47522043","","","","protopam","[]","[]","[]","[]","","","","1486892","","","","",""
"Q47522054","","","","quelicin","[]","[]","[]","[]","","","","203516","","","","",""
"Q47522052","","","","qualaquin","[]","[]","[]","[]","","","","647128","","","","",""
"Q47522077","","","","reprexain","[]","[]","[]","[]","","","","579458","","","","",""
"Q47522095","","","","risperdal","[]","[]","[]","[]","","","","152318","","","","",""
"Q47522096","","","","robaxin","[]","[]","[]","[]","","","","202955","","","","",""
"Q47522102","","","","roxybond","[]","[]","[]","[]","","","","1944530","","","","",""
"Q47522100","","","","rowasa","[]","[]","[]","[]","","","","202834","","","","",""
"Q47522131","","","","sitavig","[]","[]","[]","[]","","","","1493270","","","","",""
"Q47522133","","","","skyla","[]","[]","[]","[]","","","","1366335","","","","",""
"Q47522138","","","","soltamox","[]","[]","[]","[]","","","","498464","","","","",""
"Q47522170","","","","symbyax","[]","[]","[]","[]","","","","405343","","","","",""
"Q47522193","","","","tessalon perles","[]","[]","[]","[]","","","","220224","","","","",""
"Q47522196","","","","teveten hct","[]","[]","[]","[]","","","","353022","","","","",""
"Q47522210","","","","zanaflex","[]","[]","[]","[]","","","","153736","","","","",""
"Q47522223","","","","trelegy ellipta 92/55/22","[]","[]","[]","[]","","","","1945040","","","","",""
"Q47522249","","","","uloric","[]","[]","[]","[]","","","","834236","","","","",""
"Q47522252","","","","ultracet","[]","[]","[]","[]","","","","353062","","","","",""
"Q47522257","","","","utibron","[]","[]","[]","[]","","","","1720949","","","","",""
"Q47522262","","","","valchlor","[]","[]","[]","[]","","","","1437556","","","","",""
"Q47522267","","","","vancocin","[]","[]","[]","[]","","","","202368","","","","",""
"Q47522295","","","","viberzi","[]","[]","[]","[]","","","","1653787","","","","",""
"Q47522311","","","","vyxeos","[]","[]","[]","[]","","","","1942744","","","","",""
"Q47522309","","","","vytorin","[]","[]","[]","[]","","","","495215","","","","",""
"Q47522314","","","","westcort","[]","[]","[]","[]","","","","220938","","","","",""
"Q47522319","","","","xeljanz","[]","[]","[]","[]","","","","1357542","","","","",""
"Q47522322","","","","xermelo","[]","[]","[]","[]","","","","1872484","","","","",""
"Q47522325","","","","xiidra","[]","[]","[]","[]","","","","1801836","","","","",""
"Q47522332","","","","yosprala","[]","[]","[]","[]","","","","1811911","","","","",""
"Q47522351","","","","zocor","[]","[]","[]","[]","","","","196503","","","","",""
"Q47522357","","","","zolpimist","[]","[]","[]","[]","","","","828693","","","","",""
"Q47522360","","","","zovirax","[]","[]","[]","[]","","","","152535","","","","",""
"Q47522367","","","","zyloprim","[]","[]","[]","[]","","","","203600","","","","",""
"Q48825969","","","","cylate","[]","[]","[]","[]","","","","216303","","","","",""
"Q48825982","","","","cnl8","[]","[]","[]","[]","","","","847214","","","","",""
"Q48825993","","","","anectine","[]","[]","[]","[]","","","","203518","","","","",""
"Q47521738","","","","keflex","[]","[]","[]","[]","","","","203167","","","","",""
"Q47521741","","","","kinevac","[]","[]","[]","[]","","","","227295","","","","",""
"Q47521774","","","","prinzide","[]","[]","[]","[]","","","","219412","","","","",""
"Q47521786","","","","allerclear","[]","[]","[]","[]","","","","1369748","","","","",""
"Q47521788","","","","lotemax","[]","[]","[]","[]","","","","218087","","","","",""
"Q47521792","","","","lotronex","[]","[]","[]","[]","","","","261563","","","","",""
