"rxcui","ingredient","ing_rxcui"
"1873757","plecanatide","1873752"
"1873765","plecanatide","1873752"
"1873983","ribociclib","1873916"
"1873989","ribociclib","1873916"
"1873990","ribociclib","1873916"
"1873991","ribociclib","1873916"
"1873992","ribociclib","1873916"
"1873993","ribociclib","1873916"
"1873994","ribociclib","1873916"
"1873995","ribociclib","1873916"
"1874000","zinc pyrithione","39952"
"1874124","desmopressin","3251"
"1874130","desmopressin","3251"
"1874132","desmopressin","3251"
"1874537","ethinyl estradiol","4124"
"1874537","levonorgestrel","6373"
"1874553","desvenlafaxine","734064"
"1874559","desvenlafaxine","734064"
"1874721","pyrilamine","9009"
"1874721","chlophedianol","21254"
"1874730","dextromethorphan","3289"
"1874730","guaifenesin","5032"
"1874730","phenylephrine","8163"
"1874857","cholecalciferol","2418"
"1874857","calcium citrate","47613"
"1874902","ascorbic acid","1151"
"1874902","resveratrol","1000492"
"1874905","docosahexaenoate","73"
"1874905","eicosapentaenoate","618597"
"1875237","lidocaine","6387"
"1875542","avelumab","1875534"
"1875547","avelumab","1875534"
"1875866","levetiracetam","114477"
"1875868","levetiracetam","114477"
"1875870","levetiracetam","114477"
"1876012","levetiracetam","114477"
"1876014","levetiracetam","114477"
"1876117","chlorpheniramine","2400"
"1876117","phenylephrine","8163"
"1876127","etelcalcetide","1876119"
"1876132","etelcalcetide","1876119"
"1876135","etelcalcetide","1876119"
"1876136","etelcalcetide","1876119"
"1876137","etelcalcetide","1876119"
"1876138","etelcalcetide","1876119"
"1876355","benzethonium","1390"
"1876368","nitroprusside","7476"
"1876373","nitroprusside","7476"
"1876380","ocrelizumab","1876366"
"1876385","ocrelizumab","1876366"
"1876392","benzethonium","1390"
"1876395","benzethonium","1390"
"1876397","ethinyl estradiol","4124"
"1876397","levonorgestrel","6373"
"1876401","dupilumab","1876376"
"1876406","dupilumab","1876376"
"1876413","lidocaine","6387"
"1876441","zinc pyrithione","39952"
"1876502","haloperidol","5093"
"1876603","naldemedine","1876597"
"1876609","naldemedine","1876597"
"1876671","immunoglobulin G","5666"
"1876673","immunoglobulin G","5666"
"1876674","immunoglobulin G","5666"
"1876705","yellow fever virus strain 17D-204 live antigen","804187"
"1876710","yellow fever virus strain 17D-204 live antigen","804187"
"1876751","capsaicin","1992"
"1876751","lidocaine","6387"
"1876751","menthol","6750"
"1876751","methyl salicylate","29787"
"1876810","ethinyl estradiol","4124"
"1876810","desogestrel","22656"
"1876910","deutetrabenazine","1876905"
"1876916","deutetrabenazine","1876905"
"1876918","deutetrabenazine","1876905"
"1876920","deutetrabenazine","1876905"
"1876922","deutetrabenazine","1876905"
"1876924","deutetrabenazine","1876905"
"1918042","abiraterone","1100072"
"1918044","abiraterone","1100072"
"1918045","docetaxel","72962"
"1918056","ethinyl estradiol","4124"
"1918056","levonorgestrel","6373"
"1918194","salmeterol","36117"
"1918194","fluticasone","41126"
"1918199","salmeterol","36117"
"1918199","fluticasone","41126"
"1918203","salmeterol","36117"
"1918203","fluticasone","41126"
"1918205","salmeterol","36117"
"1918205","fluticasone","41126"
"1918209","salmeterol","36117"
"1918209","fluticasone","41126"
"1918211","salmeterol","36117"
"1918211","fluticasone","41126"
"1918218","pseudoephedrine","8896"
"1918224","valbenazine","1918219"
"1918230","valbenazine","1918219"
"1918236","niraparib","1918231"
"1918242","niraparib","1918231"
"1919073","diphenhydramine","3498"
"1919076","acetaminophen","161"
"1919076","dextromethorphan","3289"
"1919088","midostaurin","1919083"
"1919094","midostaurin","1919083"
"1919209","thiotepa","10473"
"1919211","thiotepa","10473"
"1919507","durvalumab","1919503"
"1919512","durvalumab","1919503"
"1919515","durvalumab","1919503"
"1919516","durvalumab","1919503"
"1921009","adalimumab","327361"
"1921010","adalimumab","327361"
"1921016","adalimumab","327361"
"1921017","adalimumab","327361"
"1921075","abaloparatide","1921069"
"1921081","abaloparatide","1921069"
"1921222","brigatinib","1921217"
"1921228","brigatinib","1921217"
"1921238","adalimumab","327361"
"1921240","adalimumab","327361"
"1921244","adalimumab","327361"
"1921245","adalimumab","327361"
"1921467","adalimumab","327361"
"1921468","adalimumab","327361"
"1921587","rucaparib","1862579"
"1921589","rucaparib","1862579"
"1921592","methotrexate","6851"
"1921598","methotrexate","6851"
"1921723","ethinyl estradiol","4124"
"1921723","levonorgestrel","6373"
"1921772","menthol","6750"
"1921772","petrolatum","8091"
"1921772","zinc oxide","11423"
"1921772","calamine","106212"
"1922329","human vaccinia immune globulin","597392"
"1922334","human vaccinia immune globulin","597392"
"1922453","cerliponase","1922437"
"1922458","cerliponase","1922437"
"1922466","safinamide","1922448"
"1922472","safinamide","1922448"
"1922474","safinamide","1922448"
"1922476","safinamide","1922448"
"1922509","trastuzumab","224905"
"1922512","trastuzumab","224905"
"1922516","trastuzumab","224905"
"1922518","trastuzumab","224905"
"1922720","sotalol","9947"
"1922721","sotalol","9947"
"1922759","levonorgestrel","6373"
"1922763","sotalol","9947"
"1922764","sotalol","9947"
"1922765","sotalol","9947"
"1922766","sotalol","9947"
"1922783","timolol","10600"
"1922783","dorzolamide","60207"
"1922784","timolol","10600"
"1922784","dorzolamide","60207"
"1922876","timolol","10600"
"1922877","timolol","10600"
"1922894","timolol","10600"
"1922895","timolol","10600"
"1923047","levothyroxine","10582"
"1923049","levothyroxine","10582"
"1923050","levothyroxine","10582"
"1923052","levothyroxine","10582"
"1923053","letrozole","72965"
"1923053","ribociclib","1873916"
"1923054","letrozole","72965"
"1923054","ribociclib","1873916"
"1923055","letrozole","72965"
"1923055","ribociclib","1873916"
"1923056","letrozole","72965"
"1923056","ribociclib","1873916"
"1923057","letrozole","72965"
"1923057","ribociclib","1873916"
"1923058","letrozole","72965"
"1923058","ribociclib","1873916"
"1923146","camphor","1952"
"1923146","menthol","6750"
"1923326","flurandrenolide","4500"
"1923333","sarilumab","1923319"
"1923338","sarilumab","1923319"
"1923345","sarilumab","1923319"
"1923347","sarilumab","1923319"
"1923355","vitamin K1","8308"
"1923362","dextromethorphan","3289"
"1923362","pyrilamine","9009"
"1923410","folic acid","4511"
"1923410","Lacticaseibacillus casei","1592255"
"1923421","ethinyl estradiol","4124"
"1923421","desogestrel","22656"
"1923422","sotalol","9947"
"1923423","sotalol","9947"
"1923424","sotalol","9947"
"1923425","sotalol","9947"
"1923426","sotalol","9947"
"1923427","sotalol","9947"
"1923428","timolol","10600"
"1923429","timolol","10600"
"1923432","timolol","10600"
"1923432","dorzolamide","60207"
"1923433","timolol","10600"
"1923433","dorzolamide","60207"
"1923481","benzocaine","1399"
"1923481","menthol","6750"
"1923483","benzocaine","1399"
"1923483","menthol","6750"
"1923484","sodium bicarbonate","36676"
"1923809","thyroid (USP)","10572"
"1923822","deferasirox","614373"
"1923825","deferasirox","614373"
"1923826","deferasirox","614373"
"1923827","deferasirox","614373"
"1923828","deferasirox","614373"
"1923829","deferasirox","614373"
"1924313","raltegravir","719872"
"1924315","raltegravir","719872"
"1924316","edaravone","1921877"
"1924317","edaravone","1921877"
"1925254","abatacept","614391"
"1925255","abatacept","614391"
"1925256","abatacept","614391"
"1925257","abatacept","614391"
"1925262","aripiprazole lauroxil","1673265"
"1925264","aripiprazole lauroxil","1673265"
"1925494","brigatinib","1921217"
"1925498","saxagliptin","857974"
"1925498","dapagliflozin","1488564"
"1925504","saxagliptin","857974"
"1925504","dapagliflozin","1488564"
"1925790","aspirin","1191"
"1925790","citric acid","21183"
"1925790","sodium bicarbonate","36676"
"1925825","riboflavin 5'-phosphate","1925821"
"1925830","riboflavin 5'-phosphate","1925821"
"1926066","ritonavir","85762"
"1926069","ritonavir","85762"
"1926221","diphenhydramine","3498"
"1926221","phenylephrine","8163"
"1926331","insulin lispro","86009"
"1926332","insulin lispro","86009"
"1926452","hemin","5175"
"1926454","hemin","5175"
"1926470","tetracycline","10395"
"1926513","benzyl alcohol","1426"
"1926513","lidocaine","6387"
"1926601","diphenhydramine","3498"
"1926601","phenylephrine","8163"
"1926818","C1 esterase inhibitor","1599832"
"1926823","C1 esterase inhibitor","1599832"
"1926825","C1 esterase inhibitor","1599832"
"1926827","C1 esterase inhibitor","1599832"
"1926840","methylphenidate","6901"
"1926847","methylphenidate","6901"
"1926849","methylphenidate","6901"
"1926851","methylphenidate","6901"
"1926853","methylphenidate","6901"
"1926855","methylphenidate","6901"
"1926926","triprolidine","10849"
"1926946","ethinyl estradiol","4124"
"1926946","norethindrone","7514"
"1926946","ferrous fumarate","24941"
"1927285","infliximab","191831"
"1927290","infliximab","191831"
"1927366","ethinyl estradiol","4124"
"1927366","norethindrone","7514"
"1927610","amphetamine","725"
"1927610","dextroamphetamine","3288"
"1927616","amphetamine","725"
"1927616","dextroamphetamine","3288"
"1927617","amphetamine","725"
"1927617","dextroamphetamine","3288"
"1927619","amphetamine","725"
"1927619","dextroamphetamine","3288"
"1927630","amphetamine","725"
"1927630","dextroamphetamine","3288"
"1927632","amphetamine","725"
"1927632","dextroamphetamine","3288"
"1927637","amphetamine","725"
"1927637","dextroamphetamine","3288"
"1927639","amphetamine","725"
"1927639","dextroamphetamine","3288"
"1927667","delafloxacin","1927663"
"1927672","delafloxacin","1927663"
"1927677","delafloxacin","1927663"
"1927682","delafloxacin","1927663"
"1927688","prasterone","3143"
"1927693","prasterone","3143"
"1927849","acetaminophen","161"
"1927849","dextromethorphan","3289"
"1927849","doxylamine","3642"
"1927849","guaifenesin","5032"
"1927849","phenylephrine","8163"
"1927856","betrixaban","1927851"
"1927862","betrixaban","1927851"
"1927864","betrixaban","1927851"
"1927866","betrixaban","1927851"
"1927885","hyaluronidase","5464"
"1927885","rituximab","121191"
"1927890","hyaluronidase","5464"
"1927890","rituximab","121191"
"1927893","hyaluronidase","5464"
"1927893","rituximab","121191"
"1927894","hyaluronidase","5464"
"1927894","rituximab","121191"
"1927957","ethinyl estradiol","4124"
"1927957","norethindrone","7514"
"1927957","ferrous fumarate","24941"
"1928007","ethinyl estradiol","4124"
"1928007","norethindrone","7514"
"1928567","potassium phosphate","34322"
"1928567","dibasic potassium phosphate","55018"
"1928569","potassium phosphate","34322"
"1928569","dibasic potassium phosphate","55018"
"1928570","potassium phosphate","34322"
"1928570","dibasic potassium phosphate","55018"
"1928686","guselkumab","1928588"
"1928689","guselkumab","1928588"
"1928853","epinephrine","3992"
"1928853","articaine","592464"
"1928858","epinephrine","3992"
"1928858","articaine","592464"
"1928862","epinephrine","3992"
"1928862","articaine","592464"
"1928864","epinephrine","3992"
"1928864","articaine","592464"
"1928875","iodoquinol","3435"
"1928875","aloe polysaccharide","476786"
"1928941","glutamine","4885"
"1928948","dronabinol","10402"
"1928954","dronabinol","10402"
"1929116","amylase","743"
"1929116","lipase","6406"
"1929116","protease","8031"
"1929118","amylase","743"
"1929118","lipase","6406"
"1929118","protease","8031"
"1939296","belimumab","1092437"
"1939299","belimumab","1092437"
"1939308","dexrazoxane","42736"
"1939322","milrinone","52769"
"1939329","sofosbuvir","1484911"
"1939329","velpatasvir","1799206"
"1939329","voxilaprevir","1939323"
"1939335","sofosbuvir","1484911"
"1939335","velpatasvir","1799206"
"1939335","voxilaprevir","1939323"
"1939340","lidocaine","6387"
"1939340","menthol","6750"
"1939343","acetaminophen","161"
"1939343","diphenhydramine","3498"
"1939343","guaifenesin","5032"
"1939343","phenylephrine","8163"
"1939346","belimumab","1092437"
"1939348","belimumab","1092437"
"1939354","triprolidine","10849"
"1940370","enasidenib","1940332"
"1940372","enasidenib","1940332"
"1940374","enasidenib","1940332"
"1940376","enasidenib","1940332"
"1940460","pyrilamine","9009"
"1940460","chlophedianol","21254"
"1940496","metformin","6809"
"1940496","dapagliflozin","1488564"
"1940498","metformin","6809"
"1940498","dapagliflozin","1488564"
"1940648","neratinib","1940643"
"1940654","neratinib","1940643"
"1940703","glecaprevir","1940635"
"1940703","pibrentasvir","1940636"
"1940709","glecaprevir","1940635"
"1940709","pibrentasvir","1940636"
"1941198","dextromethorphan","3289"
"1941198","guaifenesin","5032"
"1941198","phenylephrine","8163"
"1941204","pyrilamine","9009"
"1941204","chlophedianol","21254"
"1941464","nitisinone","61805"
"1941470","nitisinone","61805"
"1941471","nitisinone","61805"
"1941473","nitisinone","61805"
"1941474","nitisinone","61805"
"1941476","nitisinone","61805"
"1941489","minocycline","6980"
"1941643","salicylic acid","9525"
"1941742","ergocalciferol","4018"
"1942189","benzocaine","1399"
"1942346","menthol","6750"
"1942346","zinc oxide","11423"
"1942482","olaparib","1597582"
"1942485","olaparib","1597582"
"1942487","olaparib","1597582"
"1942489","olaparib","1597582"
"1942743","cytarabine","3041"
"1942743","daunorubicin","3109"
"1942748","cytarabine","3041"
"1942748","daunorubicin","3109"
"1942757","coal tar","2635"
"1942757","salicylic acid","9525"
"1942757","sulfur","10223"
"1942847","salicylic acid","9525"
"1942954","inotuzumab ozogamicin","1942950"
"1942959","inotuzumab ozogamicin","1942950"
"1943339","zinc oxide","11423"
"1943345","spironolactone","9997"
"1943497","pseudoephedrine","8896"
"1943497","pyrilamine","9009"
"1943497","chlophedianol","21254"
"1943537","benzyl alcohol","1426"
"1943537","lidocaine","6387"
"1943550","dexamethasone","3264"
"1944254","acetaminophen","161"
"1944254","dextromethorphan","3289"
"1944254","diphenhydramine","3498"
"1944254","guaifenesin","5032"
"1944254","phenylephrine","8163"
"1944262","simvastatin","36567"
"1944264","simvastatin","36567"
"1944266","simvastatin","36567"
"1944370","amantadine","620"
"1944376","amantadine","620"
"1944380","amantadine","620"
"1944382","amantadine","620"
"1944389","triptorelin","38782"
"1944529","oxycodone","7804"
"1944535","oxycodone","7804"
"1944538","oxycodone","7804"
"1944540","oxycodone","7804"
"1944541","oxycodone","7804"
"1944543","oxycodone","7804"
"1944656","ethinyl estradiol","4124"
"1944656","norethindrone","7514"
"1944656","ferrous fumarate","24941"
"1944701","gemtuzumab ozogamicin","1294580"
"1944704","gemtuzumab ozogamicin","1294580"
"1944779","allopurinol","519"
"1944779","lesinurad","1731031"
"1944785","allopurinol","519"
"1944785","lesinurad","1731031"
"1944786","allopurinol","519"
"1944786","lesinurad","1731031"
"1944788","allopurinol","519"
"1944788","lesinurad","1731031"
"1944947","ocriplasmin","29998"
"1944949","ocriplasmin","29998"
"1945039","fluticasone","41126"
"1945039","vilanterol","1424884"
"1945039","umeclidinium","1487514"
"1945044","fluticasone","41126"
"1945044","vilanterol","1424884"
"1945044","umeclidinium","1487514"
"1945047","fluticasone","41126"
"1945047","vilanterol","1424884"
"1945047","umeclidinium","1487514"
"1945048","fluticasone","41126"
"1945048","vilanterol","1424884"
"1945048","umeclidinium","1487514"
"1945081","copanlisib","1945077"
"1945086","copanlisib","1945077"
"1945124","melatonin","6711"
"1945124","threonine","10524"
"1945207","sodium chloride","9863"
"1945212","5-hydroxytryptophan","94"
"1945212","melatonin","6711"
"1945218","meropenem","29561"
"1945218","vaborbactam","1945213"
"1945840","amphetamine","725"
"1945844","amphetamine","725"
"1946476","lanolin","6227"
"1946476","menthol","6750"
"1946476","petrolatum","8091"
"1946476","zinc oxide","11423"
"1946481","lanolin","6227"
"1946481","menthol","6750"
"1946481","petrolatum","8091"
"1946481","zinc oxide","11423"
"1946519","leuprolide","42375"
"1946520","leuprolide","42375"
"1946521","leuprolide","42375"
"1946522","leuprolide","42375"
"1946525","tramadol","10689"
"1946527","tramadol","10689"
"1946529","tramadol","10689"
"1946583","fluticasone","41126"
"1946589","fluticasone","41126"
"1946651","meropenem","29561"
"1946651","vaborbactam","1945213"
"1946692","secnidazole","36314"
"1946698","secnidazole","36314"
"1946730","chloroprocaine","20859"
"1946735","chloroprocaine","20859"
"1946772","methotrexate","6851"
"1946782","guaifenesin","5032"
"1946782","phenylephrine","8163"
"1946830","abemaciclib","1946825"
"1946836","abemaciclib","1946825"
"1946838","abemaciclib","1946825"
"1946840","abemaciclib","1946825"
"1946842","abemaciclib","1946825"
"1946844","abemaciclib","1946825"
"1946846","abemaciclib","1946825"
"1946848","abemaciclib","1946825"
"1946979","dextromethorphan","3289"
"1946979","phenylephrine","8163"
"1946979","dexbrompheniramine","22696"
"1947131","triamcinolone","10759"
"1947133","triamcinolone","10759"
"1947197","lidocaine","6387"
"1947301","palonosetron","70561"
"1947382","fibrinogen","4385"
"197303","acetazolamide","167"
"197304","acetazolamide","167"
"197305","acetic acid","168"
"197308","acetohydroxamic acid","16728"
"197310","acyclovir","281"
"197311","acyclovir","281"
"197312","acyclovir","281"
"197313","acyclovir","281"
"197316","albuterol","435"
"197318","albuterol","435"
"197319","allopurinol","519"
"197320","allopurinol","519"
"197321","alprazolam","596"
"197322","alprazolam","596"
"197324","aluminum chloride","46241"
"197327","amcinonide","17652"
"197328","amcinonide","17652"
"197351","6-aminocaproic acid","99"
"197361","amlodipine","17767"
"197362","lactate","114202"
"197363","amoxapine","722"
"197364","amoxapine","722"
"197365","amoxapine","722"
"197366","amoxapine","722"
"197370","anthralin","873"
"197372","anthralin","873"
"197379","atenolol","1202"
"197380","atenolol","1202"
"197381","atenolol","1202"
"197382","atenolol","1202"
"197382","chlorthalidone","2409"
"197383","atenolol","1202"
"197383","chlorthalidone","2409"
"197386","auranofin","1227"
"197388","azathioprine","1256"
"197391","baclofen","1292"
"197392","baclofen","1292"
"197395","benzocaine","1399"
"197397","benzonatate","18993"
"197404","beta carotene","19143"
"197405","betamethasone","1514"
"197407","betamethasone","1514"
"197408","betamethasone","1514"
"197409","betamethasone","1514"
"197411","bromocriptine","1760"
"197412","bromocriptine","1760"
"197417","bumetanide","1808"
"197418","bumetanide","1808"
"197419","bumetanide","1808"
"197422","busulfan","1828"
"197426","acetaminophen","161"
"197426","butalbital","19860"
"197433","calcium acetate","214342"
"197435","calcium gluconate","1908"
"197436","captopril","1998"
"197436","hydrochlorothiazide","5487"
"197437","captopril","1998"
"197437","hydrochlorothiazide","5487"
"197438","captopril","1998"
"197438","hydrochlorothiazide","5487"
"197439","captopril","1998"
"197439","hydrochlorothiazide","5487"
"197441","carbamazepine","2002"
"197443","carbidopa","2019"
"197443","levodopa","6375"
"197444","carbidopa","2019"
"197444","levodopa","6375"
"197445","carbidopa","2019"
"197445","levodopa","6375"
"197446","carisoprodol","2101"
"197447","aspirin","1191"
"197447","carisoprodol","2101"
"197448","levocarnitine","42955"
"197449","cefaclor","2176"
"197451","cefixime","25033"
"197452","cefprozil","19552"
"197453","cefprozil","19552"
"197454","cephalexin","2231"
"197462","chlorambucil","2346"
"197464","clorazepate","2353"
"197465","clorazepate","2353"
"197466","clorazepate","2353"
"197475","chlorothiazide","2396"
"197476","chlorothiazide","2396"
"197495","chlorpropamide","2404"
"197496","chlorpropamide","2404"
"197498","chlorthalidone","2409"
"197499","chlorthalidone","2409"
"197500","chlorthalidone","2409"
"197501","chlorzoxazone","2410"
"197502","chlorzoxazone","2410"
"197505","cimetidine","2541"
"197506","cimetidine","2541"
"197507","cimetidine","2541"
"197508","cimetidine","2541"
"197511","ciprofloxacin","2551"
"197512","ciprofloxacin","2551"
"197516","clarithromycin","21212"
"197517","clarithromycin","21212"
"197518","clindamycin","2582"
"197519","clindamycin","2582"
"197520","clocortolone","21249"
"197527","clonazepam","2598"
"197528","clonazepam","2598"
"197529","clonazepam","2598"
"197535","clozapine","2626"
"197536","clozapine","2626"
"197541","colchicine","2683"
"197549","cyclophosphamide","3002"
"197550","cyclophosphamide","3002"
"197551","cycloserine","3007"
"197552","cyclosporine","3008"
"197553","cyclosporine","3008"
"197554","danazol","3102"
"197555","danazol","3102"
"197556","danazol","3102"
"197557","dapsone","3108"
"197558","dapsone","3108"
"197572","desonide","3254"
"197573","desoximetasone","3255"
"197574","desoximetasone","3255"
"197575","desoximetasone","3255"
"197577","dexamethasone","3264"
"197579","dexamethasone","3264"
"197580","dexamethasone","3264"
"197581","dexamethasone","3264"
"197582","dexamethasone","3264"
"197583","dexamethasone","3264"
"197589","diazepam","3322"
"197590","diazepam","3322"
"197591","diazepam","3322"
"197593","diazoxide","3327"
"197594","dichlorphenamide","3353"
"197595","dicloxacillin","3356"
"197596","dicloxacillin","3356"
"197603","diflunisal","3393"
"197604","digoxin","3407"
"197606","digoxin","3407"
"197619","dinoprostone","3478"
"197622","dipyridamole","3521"
"197623","disulfiram","3554"
"197624","disulfiram","3554"
"197625","doxazosin","49276"
"197626","doxazosin","49276"
"197627","doxazosin","49276"
"197628","doxazosin","49276"
"197634","dronabinol","10402"
"197635","dronabinol","10402"
"197636","dronabinol","10402"
"197650","erythromycin","4053"
"197653","estazolam","4077"
"197654","estazolam","4077"
"197657","estradiol","4083"
"197658","estradiol","4083"
"197659","estradiol","4083"
"197660","estrogens, conjugated (USP)","4099"
"197661","estrogens, conjugated (USP)","4099"
"197662","estrogens, conjugated (USP)","4099"
"197666","estrogens, esterified (USP)","214549"
"197667","estrogens, esterified (USP)","214549"
"197668","estrogens, esterified (USP)","214549"
"197669","estrogens, esterified (USP)","214549"
"197670","methyltestosterone","6904"
"197670","estrogens, esterified (USP)","214549"
"197681","ethionamide","4127"
"197682","ethosuximide","4135"
"197683","ethotoin","4136"
"197684","etodolac","24605"
"197685","etodolac","24605"
"197686","etodolac","24605"
"197687","etoposide","4179"
"197694","fenoprofen","4331"
"197696","fentanyl","4337"
"197698","fluconazole","4450"
"197699","fluconazole","4450"
"197700","fluconazole","4450"
"197701","fluconazole","4450"
"197702","flucytosine","4451"
"197703","flucytosine","4451"
"197709","fluorouracil","4492"
"197716","flurandrenolide","4500"
"197718","flurandrenolide","4500"
"197719","flurandrenolide","4500"
"197720","flurandrenolide","4500"
"197724","flurbiprofen","4502"
"197725","flurbiprofen","4502"
"197726","flutamide","4508"
"197728","formaldehyde","4530"
"197730","furosemide","4603"
"197731","furosemide","4603"
"197732","furosemide","4603"
"197735","gentamicin","1596450"
"197736","gentamicin","1596450"
"197737","glyburide","4815"
"197738","glycopyrronium","1546438"
"197739","glycopyrronium","1546438"
"197741","guaifenesin","5032"
"197745","guanfacine","40114"
"197746","guanfacine","40114"
"197750","halcinonide","5084"
"197754","haloperidol","5093"
"197770","hydrochlorothiazide","5487"
"197782","hydrocortisone","5492"
"197783","hydrocortisone","5492"
"197784","hydrocortisone","5492"
"197785","hydrocortisone","5492"
"197786","hydrocortisone","5492"
"197787","hydrocortisone","5492"
"197795","hydroquinone","5509"
"197797","hydroxyurea","5552"
"197803","ibuprofen","5640"
"197805","ibuprofen","5640"
"197806","ibuprofen","5640"
"197807","ibuprofen","5640"
"197815","indapamide","5764"
"197816","indapamide","5764"
"197817","indomethacin","5781"
"197818","indomethacin","5781"
"197819","indomethacin","5781"
"197825","iodoquinol","3435"
"197826","iodoquinol","3435"
"197832","isoniazid","6038"
"197838","isosorbide dinitrate","6058"
"197839","isosorbide dinitrate","6058"
"197840","isosorbide dinitrate","6058"
"197843","isotretinoin","6064"
"197844","isotretinoin","6064"
"197845","isotretinoin","6064"
"197848","isradipine","33910"
"197849","isradipine","33910"
"197853","ketoconazole","6135"
"197854","ketoprofen","6142"
"197855","ketoprofen","6142"
"197856","ketoprofen","6142"
"197860","leucovorin","6313"
"197861","leucovorin","6313"
"197862","leucovorin","6313"
"197863","leucovorin","6313"
"197873","levorphanol","6378"
"197877","lidocaine","6387"
"197877","prilocaine","8686"
"197878","lindane","1388"
"197884","lisinopril","29046"
"197885","hydrochlorothiazide","5487"
"197885","lisinopril","29046"
"197886","hydrochlorothiazide","5487"
"197886","lisinopril","29046"
"197887","hydrochlorothiazide","5487"
"197887","lisinopril","29046"
"197889","lithium carbonate","42351"
"197890","lithium carbonate","42351"
"197891","lithium carbonate","42351"
"197892","lithium carbonate","42351"
"197893","lithium carbonate","42351"
"197894","lomustine","6466"
"197895","lomustine","6466"
"197896","lomustine","6466"
"197900","lorazepam","6470"
"197901","lorazepam","6470"
"197902","lorazepam","6470"
"197903","lovastatin","6472"
"197904","lovastatin","6472"
"197905","lovastatin","6472"
"197906","lymphocyte immune globulin, anti-thymocyte globulin","1011"
"197907","magnesium salicylate","52364"
"197919","melphalan","6718"
"197928","meprobamate","6760"
"197929","meprobamate","6760"
"197931","mercaptopurine","103"
"197935","metaxalone","59078"
"197939","methazolamide","6826"
"197940","methazolamide","6826"
"197941","methimazole","6835"
"197942","methimazole","6835"
"197943","methocarbamol","6845"
"197944","methocarbamol","6845"
"197945","aspirin","1191"
"197945","methocarbamol","6845"
"197947","methoxsalen","6854"
"197949","methsuximide","47858"
"197951","methyclothiazide","6860"
"197956","methyldopa","6876"
"197958","methyldopa","6876"
"197960","hydrochlorothiazide","5487"
"197960","methyldopa","6876"
"197963","hydrochlorothiazide","5487"
"197963","methyldopa","6876"
"197969","methylprednisolone","6902"
"197971","methylprednisolone","6902"
"197973","methylprednisolone","6902"
"197975","methyltestosterone","6904"
"197976","methyltestosterone","6904"
"197978","metolazone","6916"
"197979","metolazone","6916"
"197980","metyrosine","266604"
"197984","minocycline","6980"
"197985","minocycline","6980"
"197986","minoxidil","6984"
"197987","minoxidil","6984"
"197988","mitotane","7004"
"197989","mitoxantrone","7005"
"198000","bendroflumethiazide","1369"
"198000","nadolol","7226"
"198001","bendroflumethiazide","1369"
"198001","nadolol","7226"
"198006","nadolol","7226"
"198007","nadolol","7226"
"198008","nadolol","7226"
"198012","naproxen","7258"
"198013","naproxen","7258"
"198014","naproxen","7258"
"198024","niacin","7393"
"198025","niacinamide","7405"
"198029","nicotine","7407"
"198030","nicotine","7407"
"198031","nicotine","7407"
"198032","nifedipine","7417"
"198033","nifedipine","7417"
"198034","nifedipine","7417"
"198035","nifedipine","7417"
"198036","nifedipine","7417"
"198037","nimodipine","7426"
"198038","nitroglycerin","4917"
"198039","nitroglycerin","4917"
"198040","nitroglycerin","4917"
"198041","nizatidine","42319"
"198042","norethindrone","7514"
"198044","norfloxacin","7517"
"198045","nortriptyline","7531"
"198046","nortriptyline","7531"
"198047","nortriptyline","7531"
"198048","ofloxacin","7623"
"198049","ofloxacin","7623"
"198050","ofloxacin","7623"
"198051","omeprazole","7646"
"198052","ondansetron","26225"
"198056","oxandrolone","7779"
"198057","oxazepam","7781"
"198059","oxazepam","7781"
"198070","penicillamine","7975"
"198071","penicillamine","7975"
"198075","perphenazine","8076"
"198076","perphenazine","8076"
"198077","perphenazine","8076"
"198078","perphenazine","8076"
"198083","phenobarbital","8134"
"198085","phenobarbital","8134"
"198086","phenobarbital","8134"
"198089","phenobarbital","8134"
"198102","vitamin K1","8308"
"198103","pimozide","8331"
"198104","pindolol","8332"
"198105","pindolol","8332"
"198107","piroxicam","8356"
"198108","piroxicam","8356"
"198116","potassium chloride","8591"
"198140","praziquantel","8628"
"198141","prazosin","8629"
"198142","prednisolone","8638"
"198144","prednisone","8640"
"198145","prednisone","8640"
"198146","prednisone","8640"
"198148","prednisone","8640"
"198150","primidone","8691"
"198152","probenecid","8698"
"198153","colchicine","2683"
"198153","probenecid","8698"
"198159","prochlorperazine","8704"
"198165","propantheline","8761"
"198175","propylthiouracil","8794"
"198181","pyrazinamide","8987"
"198182","pyrimethamine","9010"
"198183","quazepam","35185"
"198188","ramipril","35296"
"198189","ramipril","35296"
"198191","ranitidine","9143"
"198196","reserpine","9260"
"198197","reserpine","9260"
"198200","rifabutin","55672"
"198201","rifampin","9384"
"198202","rifampin","9384"
"198203","isoniazid","6038"
"198203","rifampin","9384"
"198207","scopolamine","9601"
"198211","simvastatin","36567"
"198215","sodium fluoride","9873"
"198219","sodium iodide","9884"
"198222","spironolactone","9997"
"198223","spironolactone","9997"
"198224","hydrochlorothiazide","5487"
"198224","spironolactone","9997"
"198225","hydrochlorothiazide","5487"
"198225","spironolactone","9997"
"198227","succimer","3446"
"198228","sulfadiazine","10171"
"198232","sulfasalazine","9524"
"198238","sulindac","10237"
"198239","sulindac","10237"
"198240","tamoxifen","10324"
"198241","temazepam","10355"
